"resultNumber","lemma","senseNumber","snippet"
"52","aalbessensap","0.0",""
"53","aaltje","1.0","rondworm; nematode"
"54","aaltje","2.0","kleine aal; kleine vis"
"55","aambeeld","1.0",""
"56","aanbeeld","",""
"57","aanbeeldsblok","0.0",""
"58","aanbestedingsbeleid","0.0",""
"59","aanbevelingscomit\u00E9","0.0",""
"60","aanbod","1.0",""
"61","aanbodbeleid","1.0",""
"62","aanbouwsel","0.0",""
"63","aandachtsgebied","1.0",""
"64","aandachtspunt","1.0",""
"65","aandachtsterrein","1.0",""
"66","aandachtsveld","1.0",""
"67","aandeel","1.0",""
"68","aandeelbewijs","1.0",""
"69","aandeelhouderschap","1.0",""
"70","aandelenbelang","1.0",""
"71","aandelenbezit","1.0",""
"72","aandelencarrousel","1.0",""
"73","aandelenfonds","1.0",""
"74","aandelenkapitaal","1.0",""
"75","aandelenleaseproduct","1.0","beleggingsproduct gekocht met geleend geld"
"76","aandelenpakket","1.0",""
"77","aandenken","1.0",""
"78","aandrijfsysteem","1.0",""
"79","aangezicht","1.0","gezicht"
"80","aangezicht","2.0","aanzicht"
"81","aangezicht","3.0","algehele plaatje"
"82","aangezicht","4.0","boegbeeld"
"83","aangiftebiljet","1.0",""
"84","aangifteformulier","1.0",""
"85","aangrijpingspunt","1.0",""
"86","aanhalingsteken","1.0",""
"87","aanhangsel","1.0",""
"88","aanhoudingsbevel","0.0",""
"89","aanhoudingsmandaat","1.0","arrestatiebevel"
"90","aanknopingspunt","1.0",""
"91","aankondigingsbeleid","1.0","beleid dat slechts plannen aankondigt"
"92","aankondigingsblad","1.0",""
"93","aankondigingsbord","0.0",""
"94","aankoopbedrag","1.0",""
"95","aankoopbeleid","1.0",""
"96","aankoopbewijs","1.0",""
"97","aankoopbudget","1.0",""
"98","aankoopfonds","1.0",""
"99","aankoopgedrag","1.0",""
"100","aankoopprogramma","0.0",""
"101","aanleunappartement","1.0","appartement vlak bij of naast zorginstelling"
"102","aanlijngebod","0.0",""
"103","aanloophuis","0.0",""
"104","aanloopjaar","1.0",""
"105","aanloopleren","1.0","het vooraf doornemen van nieuwe lesstof"
"106","aanloopprobleem","1.0",""
"107","aanloopverlies","1.0",""
"108","aanmaakblokje","1.0","blokje om iets veilig in brand te steken"
"109","aanmaakhout","1.0",""
"110","aanmaakhoutje","0.0",""
"111","aanmeldcentrum","1.0","instantie voor binnenkomende asielzoekers"
"112","aanmeldingsformulier","1.0",""
"113","aanmerkelijkbelangregime","0.0",""
"114","aanmoedigingsbeleid","0.0",""
"115","aannamebeleid","0.0",""
"116","aannemersbedrijf","1.0",""
"117","aannemerskartel","0.0",""
"118","aannemingsbedrijf","1.0",""
"119","aanpassingsbeleid","0.0",""
"120","aanpassingsplan","1.0",""
"121","aanpassingsprobleem","1.0",""
"122","aanpassingsproces","1.0",""
"123","aanpassingsprogramma","1.0",""
"124","aanpassingsvermogen","1.0",""
"125","aanpassingswerk","0.0",""
"126","aanplakbiljet","1.0",""
"127","aanplakbord","1.0",""
"128","aanraakbeeldscherm","1.0","beeldscherm dat reageert op aanraking"
"129","aanraakscherm","1.0","touchscreen"
"130","aanrecht","1.0","keukenmeubel"
"131","aanrecht","1.1","aanrechtblad"
"132","aanrecht","1.2","gootsteen"
"133","aanrechtblad","1.0",""
"134","aanrechtkastje","1.0",""
"135","aanrechtsubsidie","1.0","belastingsregeling voor niet-werkende partners"
"136","aanschouwingsonderwijs","0.0",""
"137","aanslagbiljet","1.0",""
"138","aanslagjaar","1.0",""
"139","aanslibsel","0.0",""
"140","aansluitingsprobleem","1.0",""
"141","aansluitpunt","1.0",""
"142","aanspeelpunt","1.0",""
"143","aanspoelsel","1.0",""
"144","aansprakelijkheidsrecht","1.0",""
"145","aanspreekpunt","1.0",""
"146","aanspreekverbod","1.0",""
"147","aantal","1.0",""
"148","aantekenboek","1.0",""
"149","aantekenboekje","1.0",""
"150","aantekenschrift","1.0",""
"151","aanvalsduo","1.0",""
"152","aanvalsplan","1.0",""
"153","aanvalsschip","0.0",""
"154","aanvalssein","0.0",""
"155","aanvalsspel","1.0",""
"156","aanvalsvak","0.0",""
"157","aanvalsvliegtuig","0.0",""
"158","aanvalswapen","0.0",""
"159","aanvalswerk","0.0",""
"160","aanvangspunt","0.0",""
"161","aanvangssalaris","0.0",""
"162","aanvangstijdstip","1.0","tijdstip waarop een activiteit begint"
"163","aanvangsuur","1.0","tijdstip waarop een activiteit begint"
"164","aanvoelingsvermogen","0.0",""
"165","aanvoerderschap","0.0",""
"166","aanvraagdossier","0.0",""
"167","aanvraagformulier","1.0",""
"168","aanwensel","0.0",""
"169","aanwijzingsbesluit","1.0","besluit waarin een lagergeplaatste geadviseerd wordt"
"170","aanwijzingsbord","0.0",""
"171","aanwijzingsrecht","0.0",""
"172","aanzetstuk","0.0",""
"173","aanzien","",""
"174","aanzoek","1.0",""
"175","aap/AAP","8.0","assisterend academisch personeel"
"176","aapje","1.0","kleine aap"
"177","aapje","1.1","speelgoedaapje"
"178","aapje","2.0","jonge aap"
"179","aapmanagement","1.0","management met verschoven verantwoordelijkheid"
"180","aap-noot-mies","1.0","leesmethode"
"181","aap-noot-mies","2.0","elementaire basiskennis"
"182","aardappelgerecht","1.0","gerecht met aardappelen"
"183","aardappelgeweer","1.0","schiettuig om aardappels weg te schieten"
"184","aardappelkanon","1.0","schiettuig voor aardappels"
"185","aardappelloof","0.0",""
"186","aardappelmeel","1.0","zetmeel van aardappelen"
"187","aardappelmesje","1.0",""
"188","aardappelproduct","1.0","product van aardappelen"
"189","aardappelras","1.0",""
"190","aardappelveld","1.0",""
"191","aardappelzetmeel","1.0","aardappelmeel"
"192","aardbeienbed","0.0",""
"193","aardbeienijs","0.0",""
"194","aardbevingsgebied","1.0",""
"195","aardedonker","2.0","totale duisternis"
"196","aardewerk","1.0","voorwerpen van gebakken klei"
"197","aardewerk","2.0","gebakken klei"
"198","aardgas","1.0",""
"199","aardgasbatenfonds","1.0",""
"200","aardgasfonds","1.0",""
"201","aardgasproject","0.0",""
"202","aardgasverbruik","1.0",""
"203","aardgasvulstation","1.0","aardgastankinstallatie"
"204","aardmannetje","1.0","klein fictief wezen"
"205","aardmannetje","2.0","klein, katachtig roofdier"
"206","aardolieproduct","1.0","product van aardolie"
"207","aardoppervlak","1.0",""
"208","aardrijkskundeboek","1.0","boek voor aardrijkskundeles"
"209","aardvarken","1.0","Afrikaans zoogdier met varkenssnuit"
"210","aarsgewei","1.0","soort tatoeage"
"211","aartsbisdom","1.0",""
"212","aartsdiocees","0.0",""
"213","aartshertogdom","0.0",""
"214","aas","A.1.1","stuk aas"
"215","aas","A.2.1","stukje lokspijs"
"216","aas","A.2.2","soort lokspijs"
"217","aas","A.3.0","lokmiddel"
"218","aas","B.1.0","speelkaart met waarde 1 of 11"
"219","aas","B.2.0","uitblinker"
"220","aasdier","0.0",""
"221","aasgierengedrag","1.0","profiteursgedrag n.a.v. andermans ongeluk"
"222","aasgierfonds","1.0","beleggingsfonds dat leningen opkoopt"
"223","aasgierkapitalisme","1.0","kapitalisme gericht op bedrijven in nood"
"224","A-attest","0.0",""
"225","abattoir","1.0","slachthuis"
"226","abattoir","1.1","abattoircomplex"
"227","abc","0.0",""
"228","ABC-wapen","1.0","atomair, bacteriologisch of chemisch wapen"
"229","abdijbier","1.0","bier van een abdij"
"230","abdijbier","1.1","soort abdijbier"
"231","abdijbier","1.2","glas abdijbier"
"232","abdijcomplex","1.0",""
"233","abdijgebouw","0.0",""
"234","A-biljet","0.0",""
"235","abongrakoekje","1.0","koekje met sesamzaad"
"236","abongrazaad","1.0","sesamzaad"
"237","abonneekanaal","1.0","betaalzender"
"238","abonneenummer","1.0","deel van een telefoonnummer"
"239","abonneenummer","2.0","nummer van een abonnement"
"240","abonnement","1.0",""
"241","abonnementsgeld","1.0","geld voor een abonnement"
"242","abonnementstarief","1.0","tarief van een abonnement"
"243","abonnementstarief","1.1","bedrag voor ziekenfondspati\u00EBnten"
"244","abortusdebat","0.0",""
"245","abortusschip","1.0","abortusboot"
"246","abortustoerisme","1.0","toerisme om een abortus te laten plegen"
"247","abortusverbod","1.0","verbod op het plegen van abortus"
"248","abortusvraagstuk","0.0",""
"249","ABOS","",""
"250","abracadabra","B.1.0","onbegrijpelijke taal"
"251","abrikoos","A.1.2","kleur van abrikozen"
"252","absint","1.0","kruidenlikeur"
"253","absorptievermogen","1.0",""
"254","abstinentieverschijnsel","0.0",""
"255","abstract","B.1.0","samenvatting"
"256","abstractieniveau","1.0",""
"257","abstractievermogen","0.0",""
"258","Absurdi\u00EB","1.0","fictief land"
"259","absurdisme","1.0","filosofie van het absurde"
"260","absurdisme","2.0","kunststroming die het absurde benadrukt"
"261","absurdisme","3.0","absurditeit"
"262","Absurdistan","1.0","absurd land; absurd plaats"
"263","academiegebouw","1.0",""
"264","academiejaar","1.0","studiejaar aan een universiteit of hogeschool"
"265","acajou","A.1.0","mahoniehout"
"266","a-capellakoor","0.0",""
"267","acceleratievermogen","0.0",""
"268","accelerationisme","1.0","ideologie die witte etnostaat wil"
"269","accent","1.0",""
"270","accent aigu","1.0","teken \u00B4 in spelling"
"271","accent circonflexe","1.0","teken ^ in spelling"
"272","accent circonflexe","1.1","symbool in een wiskundige formule"
"273","accent grave","1.0","teken \u00E8 in spelling"
"274","accentverschil","1.0",""
"275","acces","1.0","doorgang"
"276","accessit","",""
"277","accijnskantoor","0.0",""
"278","accommodatiebeleid","0.0",""
"279","accommodatiefonds","1.0",""
"280","accommodatievermogen","0.0",""
"281","accordeon","1.0","draagbaar toetseninstrument"
"282","accordeon","1.1","accordeonspel"
"283","accordeon","1.2","accordeontechniek"
"284","accordeon","1.3","accordeonmuziek"
"285","accordeon","1.4","accordeonist"
"286","accountantsbureau","1.0",""
"287","accountantskantoor","1.0",""
"288","accountantsonderzoek","1.0",""
"289","accountantsrapport","1.0",""
"290","accountmanagement","0.0",""
"291","accreditatieorgaan","0.0",""
"292","accreditatiestelsel","0.0",""
"293","accreditief","0.0",""
"294","acculaadstation","1.0","acculaadruimte"
"295","acculaadstation","2.0","oplaadpunt voor e-vervoermiddelen"
"296","acculaadstation","3.0","oplaadpunt voor kleine apparaten"
"297","acculaadstation","4.0","oplaadbasis van robots"
"298","acculturatieproces","0.0",""
"299","accuwisselstation","1.0","omwisselstation met volle e-autoaccu's"
"300","acetaat","1.0","celluloseacetaat"
"301","acetaat","2.0","zout van azijnzuur"
"302","acetaat","3.0","ester van azijnzuur"
"303","aceton","1.0",""
"304","acetyleen","1.0","koolwaterstofgas"
"305","acetyleengas","0.0",""
"306","achterafzaaltje","1.0",""
"307","achterbalkon","1.0",""
"308","achterbankkind","1.0","kind dat altijd met de auto gebracht wordt"
"309","achterbeen","1.0",""
"310","achterdek","1.0",""
"311","achterdoek","1.0",""
"312","achtererf","1.0",""
"313","achtergrondartikel","1.0",""
"314","achtergrondgeluid","1.0",""
"315","achtergrondgesprek","0.0",""
"316","achtergrondkoor","1.0",""
"317","achtergrondlawaai","1.0","lawaai op de achtergrond"
"318","achtergrondniveau","0.0",""
"319","achtergrondverhaal","1.0",""
"320","achterhoedegevecht","1.0",""
"321","achterhoofd","1.0","achterste deel van het hoofd"
"322","achterhuis","1.0","woning(deel) achter een huis"
"323","achterhuis","2.0","achteraan aangebouwde werkruimte"
"324","achterkleinkind","1.0","kind van een kleinkind"
"325","achterlicht","1.0",""
"326","achterlijf","1.0","achterste deel van het lichaam"
"327","achterlijf","1.1","achterste deel van een geleedpotig dier"
"328","achterlijk","B.1.0","achterste rand van een zeil"
"329","achterpad","1.0","pad aan de achterzijde"
"330","achterpand","0.0",""
"331","achterplan","1.0","achtergrond"
"332","achterpoortje","1.0",""
"333","achterportier","1.0",""
"334","achterraam","1.0",""
"335","achterschip","1.0",""
"336","achterspatbord","1.0",""
"337","achterstandenbeleid","",""
"338","achterstandsbeleid","",""
"339","achterstandsgebied","1.0",""
"340","achterstandsgezin","1.0","kansarm gezin"
"341","achterstandskind","1.0","kind met een achterstand"
"342","achterstuk","0.0",""
"343","achtervoegsel","1.0","taalelement achter een grondwoord"
"344","achtervoegsel","1.1","achterste deel van een woord"
"345","achtervoegsel","2.0","element achter een naam"
"346","achtervoegsel","3.0","element in een naam of nummer"
"347","achterwerk","1.0",""
"348","achterwiel","1.0",""
"349","achterzetsel","0.0",""
"350","achtste","",""
"351","achttal","1.0",""
"352","achttiende-eeuws","2.0","taal uit de 18de eeuw"
"353","achtuurjournaal","",""
"354","ACMV","0.0",""
"355","acquisitiebeleid","0.0",""
"356","acroniem","1.0","letterwoord"
"357","acryl","1.0",""
"358","acteertalent","1.0","talent om te acteren"
"359","acteertalent","2.0","iemand met acteertalent"
"360","acteerwerk","1.0",""
"361","acteurstoneel","1.0",""
"362","actieblad","0.0",""
"363","actiecomit\u00E9","1.0",""
"364","actief","B.1.0","gezamenlijke baten"
"365","actief","B.2.0","bedrijvende vorm"
"366","actiegebied","1.0",""
"367","actiemiddel","1.0",""
"368","actieplan","1.0",""
"369","actieprogramma","1.0",""
"370","actieschip","0.0",""
"371","actieterrein","1.0",""
"372","activatieproces","1.0",""
"373","activeringsprogramma","1.0",""
"374","activiteitenaanbod","0.0",""
"375","activiteitenniveau","0.0",""
"376","activiteitenplan","1.0",""
"377","activiteitenprogramma","0.0",""
"378","activitycenter","1.0","speelgoed voor baby's"
"379","actualiteitenprogramma","1.0",""
"380","ACV","0.0",""
"381","ACVW","0.0",""
"382","ACW","0.0",""
"383","adamskostuum","1.0","('kostuum' van het) naakte mannenlichaam"
"384","adamskostuum","2.0","pak dat een naakte man voorstelt"
"385","adaptatieprogramma","1.0",""
"386","adatrecht","0.0",""
"387","addendum","1.0","bijlage"
"388","additief","",""
"389","additionaliteitsvereiste","1.0","vereiste omtrent stikstofdepositie"
"390","ademhalingsorgaan","0.0",""
"391","ademhalingsprobleem","1.0",""
"392","ademhalingsstelsel","1.0",""
"393","ademhalingstoestel","0.0",""
"394","adergezwel","0.0",""
"395","ADHD-kind","1.0","kind met ADHD"
"396","ad-hocbeleid","1.0","incidenteel beleid"
"397","ad-hockarakter","1.0","karakter van iets wat ad hoc gebeurt"
"398","ad-hocnetwerk","1.0","lokaal computernetwerk"
"399","ad-hoctribunaal","1.0","tijdelijk tribunaal"
"400","adieu","B.1.0","afscheidsgroet"
"401","adieu","B.2.0","afscheid"
"402","A-diploma","0.0",""
"403","adjectief","1.0",""
"404","adjunct-hoofd","0.0",""
"405","ad limina","1.1","verplicht bezoek van bisschoppen aan Rome"
"406","ad limina apostolorum","1.1","verplicht bezoek van bisschoppen aan Rome"
"407","ad-liminabezoek","1.0","verplicht bezoek van bisschoppen aan Rome"
"408","administratiegebouw","0.0",""
"409","administratiekantoor","1.0",""
"410","administratiesysteem","0.0",""
"411","admiraalsschip","0.0",""
"412","admiraalsuniform","0.0",""
"413","adoniscomplex","1.0","obsessie van mannen met hun uiterlijk"
"414","adoptiefkind","0.0",""
"415","adoptiegezin","1.0","gezin met adoptiekinderen"
"416","adoptiegezin","2.0","gezin dat geadopteerd is"
"417","adoptiekind","1.0","kind dat geadopteerd is"
"418","adoptieplan","1.0",""
"419","adoptietoerisme","1.0","toerisme die resulteert in adoptie"
"420","adoptievaderland","1.0","tweede vaderland"
"421","adoptieverdrag/Adoptieverdrag","1.0","verdrag over adoptie"
"422","adoptieverdrag/Adoptieverdrag","1.1","verdrag over adoptie in bepaalde landen"
"423","adoptieverlof","1.0","verlof bij adoptie"
"424","adrenalinegehalte","0.0",""
"425","adres","1.0",""
"426","adresboek","1.0",""
"427","adreskaartje","0.0",""
"428","adressenboek","1.0",""
"429","ADSL","",""
"430","advergaming","1.0","strategie van merkexposure in games"
"431","advertentieaanbod","0.0",""
"432","advertentieblad/Advertentieblad","1.0","blad met veel advertenties"
"433","advertentieblad/Advertentieblad","2.0","publicatieblad van de Surinaamse overheid"
"434","advertentiebudget","1.0",""
"435","advertentiebureau","0.0",""
"436","advertentietarief","1.0",""
"437","advies","1.0",""
"438","adviesboek","1.0",""
"439","adviesbureau","1.0",""
"440","adviescomit\u00E9","0.0",""
"441","adviesgesprek","0.0",""
"442","advieskantoor","0.0",""
"443","adviesorgaan","1.0",""
"444","adviesrapport","0.0",""
"445","adviesrecht","1.0","recht om advies uit te brengen"
"446","adviestarief","0.0",""
"447","advieswerk","1.0",""
"448","adviseurschap","1.0",""
"449","advocaatje","1.0","glaasje eierlikeur"
"450","advocaatje","2.0","advocaat zonder grote naam"
"451","advocatenblad","0.0",""
"452","advocatenbureau","1.0",""
"453","advocatenkantoor","1.0",""
"454","advocatenteam","0.0",""
"455","aed-apparaat","1.0","draagbaar apparaat dat hartritme herstelt"
"456","aed-toestel","1.0","draagbaar apparaat dat hartritme herstelt"
"457","AEK","1.0","Griekse voetbalclub uit Athene"
"458","A-elftal","1.0",""
"459","afbakeningsproces","0.0",""
"460","afbeeldsel","0.0",""
"461","afbetalingssysteem","1.0",""
"462","afbijtmiddel","1.0",""
"463","afbraakbeleid","0.0",""
"464","afbraakplan","1.0",""
"465","afbraakproces","1.0",""
"466","afbraakproduct","1.0",""
"467","afbraakwerk","0.0",""
"468","afbreukrisico","1.0",""
"469","afdak","1.0",""
"470","afdankertje","1.0","afgedankt voorwerp"
"471","afdankertje","1.1","iemand die afgedankt is"
"472","afdelingsbestuur","1.0",""
"473","afdelingshoofd","1.0",""
"474","afdelingsniveau","0.0",""
"475","afdruiprek","0.0",""
"476","afdrukpapier","0.0",""
"477","afdruksel","0.0",""
"478","affiche","1.0",""
"479","affirmatief","B.1.0","bevestiging"
"480","affront","1.0","belediging"
"481","afgas","1.0",""
"482","Afghaans","2.0","taal van Afghanistan"
"483","afgietsel","1.0",""
"484","afgiftekantoor","0.0",""
"485","afgodsbeeld","1.0","beeld van een afgod"
"486","afhaalrestaurant","0.0",""
"487","afkickmiddel","1.0",""
"488","afkickprogramma","0.0",""
"489","afkickverschijnsel","1.0",""
"490","afkoeluur","1.0","extra uur openingstijd"
"491","afkooksel","1.0",""
"492","afkoopverbod","0.0",""
"493","afleesapparaat","1.0",""
"494","afleidingskanaal","0.0",""
"495","afleveringsbewijs","1.0",""
"496","aflossingsfonds","1.0","fonds voor af te lossen schulden"
"497","afluisterapparaat","0.0",""
"498","afluisterprogramma","1.0",""
"499","afluisterschandaal","0.0",""
"500","afpakteam","1.0","team dat crimineel geld afpakt"
"501","Afrikaans","3.0","in Zuid-Afrika gesproken taal"
"502","afrikaantje","1.0","tuinplant"
"503","afrodisiacum","1.0","lustopwekkend middel"
"504","afrodisiacum","1.1","lustopwekkende omstandigheid"
"505","afrofuturisme","1.0","zwarte, toekomstgerichte stroming"
"506","afscheid","1.0",""
"507","afscheidingsstreven","0.0",""
"508","afscheidsbezoek","0.0",""
"509","afscheidsconcert","1.0",""
"510","afscheidsdiner","1.0",""
"511","afscheidsfeest","1.0",""
"512","afscheidsgeschenk","1.0",""
"513","afscheidshuis","1.0","huis voor opbaring"
"514","afscheidsinterview","0.0",""
"515","afscheidslied","0.0",""
"516","afschijnsel","0.0",""
"517","afschrikkingseffect","0.0",""
"518","afschrikmiddel","0.0",""
"519","afslankingsplan","1.0",""
"520","afslankingsproces","0.0",""
"521","afsnijdsel","0.0",""
"522","afspiegelingskabinet","1.0","kabinet dat zetelverhouding weerspiegelt"
"523","afstammingsrecht","0.0",""
"524","afstandskampioenschap","0.0",""
"525","afstandskind","1.0","kind van wie afstand is gedaan"
"526","afstandsonderwijs","1.0",""
"527","afstotingsverschijnsel","0.0",""
"528","afstudeerhotel","1.0","hotel voor afstudeerders"
"529","afstudeerjaar","1.0","jaar van afstuderen"
"530","afstudeeronderwerp","0.0",""
"531","afstudeeronderzoek","0.0",""
"532","afstudeerproject","1.0",""
"533","afstudeerwerk","0.0",""
"534","aftakelingsproces","1.0",""
"535","aftelstoplicht","1.0","stoplicht met aftelmechanisme"
"536","aftreksel","1.0",""
"537","afval","1.0",""
"538","afvalaanbod","0.0",""
"539","afvalbedrijf","1.0",""
"540","afvalbeheer","0.0",""
"541","afvalbeleid","1.0",""
"542","afvalbingo","1.0","bingospel waarbij afval wordt opgehaald"
"543","afvalgas","0.0",""
"544","afvalhout","1.0",""
"545","afvalmateriaal","1.0",""
"546","afvalmedicijn","1.0","medicijn ingezet als afvalmiddel"
"547","afvalprobleem","1.0",""
"548","afvalproduct","1.0",""
"549","afvalstoffenbeleid","0.0",""
"550","afvalstoffenplan","1.0",""
"551","afvalsysteem","1.0",""
"552","afvaltoerisme","1.0","toerisme uit een behoefte afval te dumpen"
"553","afvaltransport","1.0",""
"554","afvalverwerkingsbedrijf","1.0",""
"555","afvalverwijderingsbedrijf","1.0",""
"556","afvalwater","1.0",""
"557","afvloeiingsplan","0.0",""
"558","afvoerkanaal","1.0",""
"559","afvoersysteem","1.0",""
"560","afwasmiddel","1.0",""
"561","afwaswater","1.0",""
"562","afwateringskanaal","1.0",""
"563","afweerapparaat","0.0",""
"564","afweerkanon","0.0",""
"565","afweermiddel","1.0",""
"566","afweersysteem","1.0",""
"567","afwegingsproces","1.0",""
"568","afzetgebied","1.0",""
"569","afzetkanaal","1.0",""
"570","afzetland","1.0",""
"571","afzetprobleem","0.0",""
"572","afzettingsgesteente","0.0",""
"573","afzuigsysteem","1.0",""
"574","agentschap","1.0",""
"575","aggregaat","1.0",""
"576","agisme","1.0","leeftijdsdiscriminatie"
"577","agoraonderwijs","1.0","onderwijs gericht op autonomie"
"578","agressieharnas","1.0","opklapbaar, doorzichtig scherm in een bus"
"579","agropark","1.0","agroproductiepark"
"580","agroproductiepark","1.0","park waarin agrarische bedrijven samenwerken"
"581","agrotoerisme","1.0","plattelandstoerisme"
"582","ah/Ah","B.1.0","de uitroep <i>ah</i>"
"583","aha-effect","1.0","effect bij oplossing van een probleem"
"584","aha-erlebnis","1.0","plotselinge ervaring van een oplossing"
"585","aha-erlebnis","2.0","plotselinge ervaring van herkenning"
"586","aidsbeleid","0.0",""
"587","aidsfonds","1.0",""
"588","aidsgeval","0.0",""
"589","aidsonderzoek","0.0",""
"590","aidsprobleem","0.0",""
"591","aidsprogramma","0.0",""
"592","aidsrisico","0.0",""
"593","aidsschandaal","0.0",""
"594","aidsslachtoffer","0.0",""
"595","aidsvaccin","1.0",""
"596","aiostelsel","0.0",""
"597","airsoftwapen","1.0","nepwapen met plastic balletjes"
"598","AI-washing","1.0","strategie waarbij AI-invloed wordt overdreven"
"599","akkerbouwbedrijf","1.0",""
"600","akkerbouwgebied","1.0",""
"601","akkerbouwgewas","1.0",""
"602","akkerbouwproduct","1.0","product van de akkerbouw"
"603","akkerland","1.0",""
"604","akkoord","1.0","overeenkomst"
"605","akkoord","2.0","goedkeuring"
"606","akkoord","4.0","klank van drie of meer tonen"
"607","akkoord","5.0","harmonie"
"608","al","B.1.0",""
"609","ALA/Ala","A.2.0","alfalinoleenzuur"
"610","alaam","1.0","gereedschap"
"611","\u00E0-la-carterestaurant","0.0",""
"612","alarm","1.0",""
"613","alarmeringssysteem","1.0",""
"614","alarmnummer","1.0","nummer voor alarm"
"615","alarmpistool","0.0",""
"616","alarmsysteem","1.0",""
"617","Albanees","4.0","taal van de Albanezen"
"618","album","1.0","verzamelboek met lege bladen"
"619","album","2.0","drager met muziek"
"620","album","3.0","stripboek"
"621","alcoholgebruik","1.0",""
"622","alcoholgehalte","1.0",""
"623","alcoholmisbruik","1.0",""
"624","alcoholpercentage","1.0","percentage van alcohol"
"625","alcoholpoeder","1.0","alcohol in poedervorm"
"626","alcoholprobleem","1.0",""
"627","alcoholslot","1.0","blaasapparaat met startonderbreker in een auto"
"628","alcoholtoerisme","1.0","toerisme omwille van alcohol"
"629","alcoholverbod","1.0",""
"630","alcoholverbruik","0.0",""
"631","alcolock","1.0","alcoholslot"
"632","alcomobilisme","1.0","het autorijden onder invloed"
"633","alert","B.1.0","waarschuwingsbericht"
"634","alerteringssysteem","1.0","waarschuwingssysteem voor overheden bij nood"
"635","alfabet","1.0",""
"636","alfabetiseringsproject","0.0",""
"637","alfa-effect","0.0",""
"638","alfamannetje","1.0","dominant mannelijk dier"
"639","alfamannetje","2.0","zich dominant gedragende man"
"640","alfapaard","1.0","dominant paard"
"641","alfavak","0.0",""
"642","algemeen","5.0","het geheel of de meeste gevallen samen"
"643","algemeen","6.0","alle mensen samen"
"644","algemeen secundair onderwijs","1.0","algemeen vormend voortgezet onderwijs in Belgi\u00EB dat volgt op de eerste graad (de observatiegraad) van het secundair onderwijs en wordt ingedeeld in een tweede (de ori\u00EBntatiegraad) en derde graad (de determinatiegraad)"
"645","algoritmeregister","1.0","register met informatie over algoritmes"
"646","alibi","1.0",""
"647","alice-in-wonderlandsyndroom","1.0","aandoening die zich uit in vervormde waarneming"
"648","alkalo\u00EFde","1.0","stikstofhoudende verbinding"
"649","alkoof","1.0","vertrekje in een grotere ruimte"
"650","alkoof","1.1","slaapplaats in een camper"
"651","alkoof","1.2","nisvormig stalletje"
