ppo,pdo,tpo,tdo
een dichter bezorgde aan een docent een chocolade,een dichter bezorgde een docent een chocolade,de officier overhandigde aan de waard het hoofdstuk,de officier overhandigde de waard het hoofdstuk
een gebruiker schonk aan een prof een raket,een gebruiker schonk een prof een raket,de reiziger verkocht aan de dader het soort,de reiziger verkocht de dader het soort
een historicus wees aan een collega een premier,een historicus wees een collega een premier,de mol verbood aan de aannemer de melk,de mol verbood de aannemer de melk
een zout leverde aan een atleet een doos,een zout leverde een atleet een doos,de politieman betaalde aan de duivel de wolk,de politieman betaalde de duivel de wolk
een papa verhinderde aan een eigenaar een museum,een papa verhinderde een eigenaar een museum,de belegger stuurde naar de schrijver het middenveld,de belegger stuurde de schrijver het middenveld
een dader toonde aan een kleinkind een troep,een dader toonde een kleinkind een troep,de leerkracht vroeg aan de sponsor het object,de leerkracht vroeg de sponsor het object
een eigenaar bezorgde aan een idioot een stel,een eigenaar bezorgde een idioot een stel,de allochtoon stuurde naar de beer de haven,de allochtoon stuurde de beer de haven
een meid verstuurde naar een passagier een appel,een meid verstuurde een passagier een appel,het kwartier stuurde naar de socialist de voorzitter,het kwartier stuurde de socialist de voorzitter
een militair verhinderde aan een intellectueel een bevolking,een militair verhinderde een intellectueel een bevolking,de juf stuurde naar de voorganger de supporter,de juf stuurde de voorganger de supporter
een advocaat ontnam aan een militair een traan,een advocaat ontnam een militair een traan,het kwartier kocht voor de aanhanger het appartement,het kwartier kocht de aanhanger het appartement
een jongeman verhinderde aan een politicus een klassieker,een jongeman verhinderde een politicus een klassieker,de klant stuurde naar de parlementair de liberaal,de klant stuurde de parlementair de liberaal
een luisteraar verhinderde aan een gast een pint,een luisteraar verhinderde een gast een pint,de dokter stuurde naar de speler de bus,de dokter stuurde de speler de bus
een moslim verweet aan een minister een terrein,een moslim verweet een minister een terrein,de klant gooide naar de parlementair de wilde,de klant gooide de parlementair de wilde
een bewoner beloofde aan een kind een kartel,een bewoner beloofde een kind een kartel,de liberaal garandeerde aan de adviseur de commissaris,de liberaal garandeerde de adviseur de commissaris
een vluchteling verklaarde aan een senior een vleugel,een vluchteling verklaarde een senior een vleugel,de kerel toonde aan de papa het hoofd,de kerel toonde de papa het hoofd
een zout verhinderde aan een schoonheid een elf,een zout verhinderde een schoonheid een elf,de winnaar stuurde naar de kandidaat de gids,de winnaar stuurde de kandidaat de gids
een prof bezorgde aan een analist een bier,een prof bezorgde een analist een bier,de kleuter bracht aan de ouder de elite,de kleuter bracht de ouder de elite
een meisje zond aan een huurder een juf,een meisje zond een huurder een juf,de werkgever gaf aan de muzikant het voorwerp,de werkgever gaf de muzikant het voorwerp
een hulp verweet aan een middenvelder een kust,een hulp verweet een middenvelder een kust,de fan gooide naar het wezen het zilver,de fan gooide het wezen het zilver
een militair onthield aan een ambassadeur een winnaar,een militair onthield een ambassadeur een winnaar,de producent beloofde aan de maker de stroom,de producent beloofde de maker de stroom
een inbreker wees aan een middenvelder een heuvel,een inbreker wees een middenvelder een heuvel,het exemplaar leerde aan de directeur de prof,het exemplaar leerde de directeur de prof
een schaap betaalde aan een vorst een plein,een schaap betaalde een vorst een plein,de speurder kocht voor de tegenstander de opmerking,de speurder kocht de tegenstander de opmerking
een investeerder verzocht aan een componist een stop,een investeerder verzocht een componist een stop,de filosoof vroeg aan de onderzoeksrechter het ticket,de filosoof vroeg de onderzoeksrechter het ticket
een lezer bracht aan een ontwerper een serie,een lezer bracht een ontwerper een serie,de collega schonk aan de commissaris de laptop,de collega schonk de commissaris de laptop
een boon verzekerde aan een kampioen een deelnemer,een boon verzekerde een kampioen een deelnemer,de minister-president garandeerde aan de neef de dom,de minister-president garandeerde de neef de dom
een favoriet verzocht aan een prinses een advertentie,een favoriet verzocht een prinses een advertentie,de idioot vroeg aan de investeerder het kruispunt,de idioot vroeg de investeerder het kruispunt
een dokter verhinderde aan een speler een nul,een dokter verhinderde een speler een nul,de bakker stuurde naar de luisteraar het kunstwerk,de bakker stuurde de luisteraar het kunstwerk
een automobilist garandeerde aan een moslim een peer,een automobilist garandeerde een moslim een peer,de vogel verzekerde aan het raadslid het vers,de vogel verzekerde het raadslid het vers
een coach verzekerde aan een hoogleraar een officier,een coach verzekerde een hoogleraar een officier,de procureur betaalde aan de koe de voeding,de procureur betaalde de koe de voeding
een gids beloofde aan een duivel een pint,een gids beloofde een duivel een pint,het personeelslid onthield aan de actrice de doelman,het personeelslid onthield de actrice de doelman
een supporter betaalde aan een topman een kust,een supporter betaalde een topman een kust,de aannemer overhandigde aan de koningin de steek,de aannemer overhandigde de koningin de steek
een talent ontnam aan een gids een hoop,een talent ontnam een gids een hoop,de partner kocht voor de wolf de twee,de partner kocht de wolf de twee
een gebruiker bezorgde aan een lijsttrekker een stadsbestuur,een gebruiker bezorgde een lijsttrekker een stadsbestuur,de uitbater gaf aan de kennis de sigaret,de uitbater gaf de kennis de sigaret
een varken toonde aan een moordenaar een schijf,een varken toonde een moordenaar een schijf,de visser leerde aan de broer de haag,de visser leerde de broer de haag
een liberaal zond aan een keeper een ruimte,een liberaal zond een keeper een ruimte,de zanger bracht aan de vrijwilliger het bestuur,de zanger bracht de vrijwilliger het bestuur
een keeper ontzei aan een dochter een medicijn,een keeper ontzei een dochter een medicijn,de belegger weigerde aan de non de stroom,de belegger weigerde de non de stroom
een piloot leverde aan een voorganger een wiel,een piloot leverde een voorganger een wiel,de don gaf aan de moeder de zalm,de don gaf de moeder de zalm
een kerel overhandigde aan een getuige een adviseur,een kerel overhandigde een getuige een adviseur,het zout schonk aan de ambassadeur de super,het zout schonk de ambassadeur de super
een prof verzocht aan een lid een buis,een prof verzocht een lid een buis,de bediende vroeg aan de adviseur het kanaal,de bediende vroeg de adviseur het kanaal
een sponsor gooide naar een exemplaar een bakkerij,een sponsor gooide een exemplaar een bakkerij,de schoonheid gaf aan de allochtoon het rijbewijs,de schoonheid gaf de allochtoon het rijbewijs
een supporter beloofde aan een chauffeur een stad,een supporter beloofde een chauffeur een stad,de zakenman garandeerde aan de correspondent de mevrouw,de zakenman garandeerde de correspondent de mevrouw
een medewerker gaf aan een dader een rivier,een medewerker gaf een dader een rivier,de international leerde aan de keeper de opmerking,de international leerde de keeper de opmerking
een historicus leerde aan een mevrouw een moordenaar,een historicus leerde een mevrouw een moordenaar,de vriendin verklaarde aan de partner de studio,de vriendin verklaarde de partner de studio
een echtgenote toonde aan een doelman een bodem,een echtgenote toonde een doelman een bodem,de kerel leerde aan de expert de kleedkamer,de kerel leerde de expert de kleedkamer
een procureur bezorgde aan een fotograaf een parlement,een procureur bezorgde een fotograaf een parlement,de dokter bracht aan de wilde de voetbalbond,de dokter bracht de wilde de voetbalbond
een vrijwilliger garandeerde aan een ambassadeur een blok,een vrijwilliger garandeerde een ambassadeur een blok,de dief kocht voor de vorst de fris,de dief kocht de vorst de fris
een enthousiast kocht voor een invaller een zand,een enthousiast kocht een invaller een zand,de vriend toonde aan de wijze de illegaal,de vriend toonde de wijze de illegaal
een dochter verstuurde naar een toeschouwer een katholiek,een dochter verstuurde een toeschouwer een katholiek,de wereldkampioen gaf aan de politie de fles,de wereldkampioen gaf de politie de fles
een president leverde aan een auteur een opvolger,een president leverde een auteur een opvolger,de schoonheid bracht aan de wijze het kartel,de schoonheid bracht de wijze het kartel
een voorstander verbood aan een parlementair een knop,een voorstander verbood een parlementair een knop,het personeelslid ontzei aan de speler de eigenaar,het personeelslid ontzei de speler de eigenaar
een mol zond aan een varken een dr.,een mol zond een varken een dr.,de prins gaf aan de dichter het plein,de prins gaf de dichter het plein
een agent gunde aan een nest een maal,een agent gunde een nest een maal,het raadslid verleende aan de buurman de bakker,het raadslid verleende de buurman de bakker
een politicus verzocht aan een ouder een piste,een politicus verzocht een ouder een piste,de hoofdredacteur vroeg aan de militair de rij,de hoofdredacteur vroeg de militair de rij
een provinciaal verzekerde aan een scholier een elf,een provinciaal verzekerde een scholier een elf,de minister betaalde aan de lezer het tijdschrift,de minister betaalde de lezer het tijdschrift
een international gaf aan een vent een home,een international gaf een vent een home,de dr. stuurde naar de schepen het beslag,de dr. stuurde de schepen het beslag
een politieman garandeerde aan een soldaat een stel,een politieman garandeerde een soldaat een stel,het exemplaar beloofde aan de tegenstander de gulden,het exemplaar beloofde de tegenstander de gulden
een organisator verleende aan een kleuter een punt,een organisator verleende een kleuter een punt,de man weigerde aan de correspondent het lokaal,de man weigerde de correspondent het lokaal
een verkoper beloofde aan een ouder een kogel,een verkoper beloofde een ouder een kogel,de voorstander onthield aan het raadslid de dr.,de voorstander onthield het raadslid de dr.
een verzekeraar gooide naar een bakker een sporthal,een verzekeraar gooide een bakker een sporthal,het familielid verweet aan de aandeelhouder de medicijn,het familielid verweet de aandeelhouder de medicijn
een filosoof verweet aan een kapitein een paal,een filosoof verweet een kapitein een paal,de president gooide naar de toeschouwer de reserve,de president gooide de toeschouwer de reserve
een priester leende aan een engel een duo,een priester leende een engel een duo,de maat kocht voor de medewerker de wond,de maat kocht de medewerker de wond
een reserve zond aan een tante een arm,een reserve zond een tante een arm,de gebruiker bracht aan de dr. het nest,de gebruiker bracht de dr. het nest
een assistent kocht voor een aanklager een ruimte,een assistent kocht een aanklager een ruimte,de vijand toonde aan de non de fles,de vijand toonde de non de fles
een arbeider verstuurde naar een gemeenteraadslid een manager,een arbeider verstuurde een gemeenteraadslid een manager,de date gaf aan de toerist de kopie,de date gaf de toerist de kopie
een liberaal betaalde aan een rebel een jas,een liberaal betaalde een rebel een jas,het parlementslid schonk aan de staatssecretaris de koek,het parlementslid schonk de staatssecretaris de koek
een individu wees aan een soldaat een bevolking,een individu wees een soldaat een bevolking,de peter vroeg aan de gebruiker de ambassade,de peter vroeg de gebruiker de ambassade
een vogel leende aan een prof een plastic,een vogel leende een prof een plastic,de presentator weigerde aan de werknemer de directie,de presentator weigerde de werknemer de directie
een broer leerde aan een manager een collectie,een broer leerde een manager een collectie,de bisschop kocht voor de fan de speler,de bisschop kocht de fan de speler
een baas verklaarde aan een leerling een club,een baas verklaarde een leerling een club,de verdediger verweet aan de sponsor de bak,de verdediger verweet de sponsor de bak
een personeelslid verzekerde aan een bestuurder een strand,een personeelslid verzekerde een bestuurder een strand,de regisseur beloofde aan de voorganger het peloton,de regisseur beloofde de voorganger het peloton
een aandeelhouder verzocht aan een werknemer een apparaat,een aandeelhouder verzocht een werknemer een apparaat,de wereldkampioen vroeg aan de waarnemer de gemeenteraad,de wereldkampioen vroeg de waarnemer de gemeenteraad
een scheidsrechter verkocht aan een winnaar een nek,een scheidsrechter verkocht een winnaar een nek,de arbeider toonde aan de staatssecretaris de planeet,de arbeider toonde de staatssecretaris de planeet
een zanger toonde aan een chef een automobilist,een zanger toonde een chef een automobilist,de klant gaf aan de analist de vakbond,de klant gaf de analist de vakbond
een wezen bracht aan een echtgenote een friet,een wezen bracht een echtgenote een friet,de aanvaller leverde aan de dr. de prof,de aanvaller leverde de dr. de prof
een mevrouw overhandigde aan een wetenschapper een senior,een mevrouw overhandigde een wetenschapper een senior,de assistent leverde aan de klant de vorst,de assistent leverde de klant de vorst
een meneer verbood aan een mevrouw een olie,een meneer verbood een mevrouw een olie,de voorstander ontzei aan de getuige de assistent,de voorstander ontzei de getuige de assistent
een medewerker ontzei aan een voorganger een juweel,een medewerker ontzei een voorganger een juweel,de generaal gaf aan de fan de site,de generaal gaf de fan de site
een politicus stuurde naar een analist een sluiting,een politicus stuurde een analist een sluiting,de uitgever zond aan de minister-president de generaal,de uitgever zond de minister-president de generaal
een sponsor leerde aan een procureur een rechter,een sponsor leerde een procureur een rechter,de inspecteur gaf aan het gemeenteraadslid de serie,de inspecteur gaf het gemeenteraadslid de serie
een tante verbood aan een ploegmaat een lat,een tante verbood een ploegmaat een lat,de secretaris weigerde aan de arts de koffie,de secretaris weigerde de arts de koffie
een ingenieur toonde aan een homo een traan,een ingenieur toonde een homo een traan,de meter verkocht aan de engel het pakket,de meter verkocht de engel het pakket
een hoofdredacteur stuurde naar een vrijwilliger een permanent,een hoofdredacteur stuurde een vrijwilliger een permanent,de gids wees aan de vriendin het duo,de gids wees de vriendin het duo
een jongen gunde aan een echtgenoot een object,een jongen gunde een echtgenoot een object,de koe schonk aan de bisschop het appartement,de koe schonk de bisschop het appartement
een kwartier verzocht aan een piloot een lamp,een kwartier verzocht een piloot een lamp,de international vroeg aan de katholiek de punt,de international vroeg de katholiek de punt
een kunstenaar verklaarde aan een nieuweling een krant,een kunstenaar verklaarde een nieuweling een krant,de homo stuurde naar de presentator het boord,de homo stuurde de presentator het boord
een non ontnam aan een kandidaat een hoofdstuk,een non ontnam een kandidaat een hoofdstuk,de hond kocht voor de dode de band,de hond kocht de dode de band
een aanhanger vroeg aan een tank een boel,een aanhanger vroeg een tank een boel,de haan bracht aan de buur de zee,de haan bracht de buur de zee
een criticus bezorgde aan een wit een horeca,een criticus bezorgde een wit een horeca,de bas kocht voor de moslim de drie,de bas kocht de moslim de drie
een rechter gaf aan een wacht een raket,een rechter gaf een wacht een raket,de ambassadeur bezorgde aan de aannemer de vogel,de ambassadeur bezorgde de aannemer de vogel
een koningin verweet aan een katholiek een ticket,een koningin verweet een katholiek een ticket,de onderzoeksrechter gooide naar de nieuwkomer de campagne,de onderzoeksrechter gooide de nieuwkomer de campagne
