ppo,pdo,tpo,tdo
een huisarts kocht voor een terrorist een wolf,een huisarts kocht een terrorist een wolf,de specialist verkocht aan de dader de tong,de specialist verkocht de dader de tong
een advocaat verweet aan een kleinkind een muur,een advocaat verweet een kleinkind een muur,de liberaal verklaarde aan de vriendin het instrument,de liberaal verklaarde de vriendin het instrument
een kijker gunde aan een individu een steek,een kijker gunde een individu een steek,de supporter gaf aan de meester het zwart,de supporter gaf de meester het zwart
een prof ontzei aan een fietser een pagina,een prof ontzei een fietser een pagina,de broer verbood aan de renner het overschot,de broer verbood de renner het overschot
een jongeman verweet aan een hoogleraar een villa,een jongeman verweet een hoogleraar een villa,de crimineel verklaarde aan de professor de mode,de crimineel verklaarde de professor de mode
een schaap overhandigde aan een regisseur een rusthuis,een schaap overhandigde een regisseur een rusthuis,de hond bezorgde aan de chef het klooster,de hond bezorgde de chef het klooster
een architect gaf aan een voorzitter een pakket,een architect gaf een voorzitter een pakket,de schoonheid vroeg aan de chef de wereld,de schoonheid vroeg de chef de wereld
een ploegmaat kocht voor een engel een thee,een ploegmaat kocht een engel een thee,de gebruiker garandeerde aan de katholiek de mond,de gebruiker garandeerde de katholiek de mond
een fan gaf aan een hond een rekening,een fan gaf een hond een rekening,de tiener bezorgde aan de buur de kost,de tiener bezorgde de buur de kost
een dochter vroeg aan een winnaar een machine,een dochter vroeg een winnaar een machine,de hond verleende aan de deelnemer de hoeveelheid,de hond verleende de deelnemer de hoeveelheid
een moslim gooide naar een kerel een bak,een moslim gooide een kerel een bak,het schaap gaf aan de persoon de verpakking,het schaap gaf de persoon de verpakking
een kunstenaar leverde aan een burgemeester een ras,een kunstenaar leverde een burgemeester een ras,de arts bezorgde aan de politie de serie,de arts bezorgde de politie de serie
een historicus bezorgde aan een specialist een thee,een historicus bezorgde een specialist een thee,de auteur verleende aan de baas het oor,de auteur verleende de baas het oor
een speler ontnam aan een non een hoofdstad,een speler ontnam een non een hoofdstad,de winnaar kocht voor de katholiek de koningin,de winnaar kocht de katholiek de koningin
een koe vroeg aan een student een vlot,een koe vroeg een student een vlot,de vogel verzocht aan de filosoof het eiland,de vogel verzocht de filosoof het eiland
een senator toonde aan een directeur een kandidaat,een senator toonde een directeur een kandidaat,de dief verkocht aan de redacteur het goed,de dief verkocht de redacteur het goed
een bas verweet aan een dode een stok,een bas verweet een dode een stok,het kind verklaarde aan het slachtoffer het wiel,het kind verklaarde het slachtoffer het wiel
een dame overhandigde aan een luisteraar een bakker,een dame overhandigde een luisteraar een bakker,de meid betaalde aan de toeschouwer de maker,de meid betaalde de toeschouwer de maker
een wacht toonde aan een gitaar een drank,een wacht toonde een gitaar een drank,de toren wees aan het varken de bar,de toren wees het varken de bar
een duivel leverde aan een scholier een strip,een duivel leverde een scholier een strip,de crimineel kocht voor de leraar het blad,de crimineel kocht de leraar het blad
een redacteur verweet aan een coach een negen,een redacteur verweet een coach een negen,de chef verklaarde aan de assistent het beeld,de chef verklaarde de assistent het beeld
een pastoor vroeg aan een staatssecretaris een vorst,een pastoor vroeg een staatssecretaris een vorst,het zwart stuurde naar de manager de was,het zwart stuurde de manager de was
een profeet leende aan een kapitein een lip,een profeet leende een kapitein een lip,de kennis kocht voor de chef het fruit,de kennis kocht de chef het fruit
een arts leverde aan een gids een senator,een arts leverde een gids een senator,de papa kocht voor de persoon de kamer,de papa kocht de persoon de kamer
een kapitein zond aan een kleinkind een actief,een kapitein zond een kleinkind een actief,de militair bracht aan de moeder de vereniging,de militair bracht de moeder de vereniging
een papa vroeg aan een taart een deur,een papa vroeg een taart een deur,de oom bracht aan de prins de kop,de oom bracht de prins de kop
een homo vroeg aan een sponsor een gans,een homo vroeg een sponsor een gans,de hond adviseerde aan de supporter de drank,de hond adviseerde de supporter de drank
een piloot verhuurde aan een rechter een rusthuis,een piloot verhuurde een rechter een rusthuis,de passagier leende aan de pastoor de bloem,de passagier leende de pastoor de bloem
een voorganger verbood aan een partner een poort,een voorganger verbood een partner een poort,de priester weigerde aan de broer het paspoort,de priester weigerde de broer het paspoort
een werknemer verzekerde aan een assistent een duim,een werknemer verzekerde een assistent een duim,de persoon beloofde aan de docent de pink,de persoon beloofde de docent de pink
een trainer adviseerde aan een prinses een boel,een trainer adviseerde een prinses een boel,de meester vroeg aan het wit de groep,de meester vroeg het wit de groep
een exemplaar leerde aan een dokter een kop,een exemplaar leerde een dokter een kop,het individu onthield aan de kok de beker,het individu onthield de kok de beker
een verdediger verkocht aan een criticus een lift,een verdediger verkocht een criticus een lift,de meester toonde aan de politicus het verkeer,de meester toonde de politicus het verkeer
een katholiek gaf aan een presentator een pakket,een katholiek gaf een presentator een pakket,de persoon beloofde aan de supporter het voedsel,de persoon beloofde de supporter het voedsel
een renner verkocht aan een maat een rapport,een renner verkocht een maat een rapport,de deelnemer kocht voor de broer de lijst,de deelnemer kocht de broer de lijst
een bestuurder verhuurde aan een allochtoon een kust,een bestuurder verhuurde een allochtoon een kust,de vriend leende aan de buur de tuin,de vriend leende de buur de tuin
een gek schonk aan een bisschop een gang,een gek schonk een bisschop een gang,de renner verkocht aan de politie de school,de renner verkocht de politie de school
een christen bezorgde aan een gast een wereld,een christen bezorgde een gast een wereld,de terrorist leverde aan de meester de hoofdstad,de terrorist leverde de meester de hoofdstad
een redacteur leende aan een buurman een duim,een redacteur leende een buurman een duim,de chef gaf aan de ouder de tien,de chef gaf de ouder de tien
een koe leende aan een conservatief een tempel,een koe leende een conservatief een tempel,de gek weigerde aan de heer het lokaal,de gek weigerde de heer het lokaal
een peer schonk aan een wacht een verzameling,een peer schonk een wacht een verzameling,de vrouw betaalde aan de persoon de film,de vrouw betaalde de persoon de film
een schaap verweet aan een supporter een maal,een schaap verweet een supporter een maal,de zangeres stuurde naar de aanhanger de winkel,de zangeres stuurde de aanhanger de winkel
een talent ontnam aan een non een zand,een talent ontnam een non een zand,de mama kocht voor de tante de appel,de mama kocht de tante de appel
een supporter verkocht aan een kiezer een boel,een supporter verkocht een kiezer een boel,de toeschouwer schonk aan de politicus de reeks,de toeschouwer schonk de politicus de reeks
een dichter verstuurde naar een hoogleraar een bezit,een dichter verstuurde een hoogleraar een bezit,het zwart stuurde naar de dokter het juweel,het zwart stuurde de dokter het juweel
een inspecteur overhandigde aan een idioot een kwartier,een inspecteur overhandigde een idioot een kwartier,de speurder schonk aan het kind het deel,de speurder schonk het kind het deel
een arbeider stuurde naar een zangeres een actie,een arbeider stuurde een zangeres een actie,de werkgever bracht aan de koningin de koffie,de werkgever bracht de koningin de koffie
een doelman verzekerde aan een buitenlander een vriendin,een doelman verzekerde een buitenlander een vriendin,het slachtoffer betaalde aan de vreemdeling de douche,het slachtoffer betaalde de vreemdeling de douche
een specialist stuurde naar een verkoper een draad,een specialist stuurde een verkoper een draad,de ingenieur gaf aan de zakenman het bord,de ingenieur gaf de zakenman het bord
een slachtoffer stuurde naar een baas een voorstander,een slachtoffer stuurde een baas een voorstander,de crimineel zond aan de gouverneur de fan,de crimineel zond de gouverneur de fan
een tiener vroeg aan een kampioen een leeftijd,een tiener vroeg een kampioen een leeftijd,de fan weigerde aan de wereldkampioen de vijf,de fan weigerde de wereldkampioen de vijf
een inspecteur gaf aan een wetenschapper een tong,een inspecteur gaf een wetenschapper een tong,de leerling verleende aan de auteur de pan,de leerling verleende de auteur de pan
een rebel zond aan een politie een strand,een rebel zond een politie een strand,de tegenstander bracht aan de collega het plastic,de tegenstander bracht de collega het plastic
een oma verbood aan een conservatief een publicatie,een oma verbood een conservatief een publicatie,de bakker wees aan de leraar het schrijven,de bakker wees de leraar het schrijven
een werkgever verstuurde naar een filosoof een volk,een werkgever verstuurde een filosoof een volk,de baas gaf aan de reiziger de opening,de baas gaf de reiziger de opening
een kleuter leverde aan een consument een bak,een kleuter leverde een consument een bak,de hulp bracht aan de persoon de saus,de hulp bracht de persoon de saus
een reiziger verweet aan een hoogleraar een apparaat,een reiziger verweet een hoogleraar een apparaat,de toerist verklaarde aan de professor de knop,de toerist verklaarde de professor de knop
een peer schonk aan een dader een zand,een peer schonk een dader een zand,de meneer verleende aan de advocaat de bocht,de meneer verleende de advocaat de bocht
een priester verklaarde aan een leider een file,een priester verklaarde een leider een file,de gast leerde aan de coach de radio,de gast leerde de coach de radio
een soldaat verkocht aan een tiener een parking,een soldaat verkocht een tiener een parking,de onderzoeker gaf aan de fan het gebied,de onderzoeker gaf de fan het gebied
een waarnemer verklaarde aan een meisje een boerderij,een waarnemer verklaarde een meisje een boerderij,de expert gaf aan de collega het hek,de expert gaf de collega het hek
een handelaar vroeg aan een producent een handtekening,een handelaar vroeg een producent een handtekening,de klant leerde aan de maker de pen,de klant leerde de maker de pen
een fan gooide naar een pc een peper,een fan gooide een pc een peper,de lezer gaf aan de date de koffie,de lezer gaf de date de koffie
een onderzoeker garandeerde aan een voorstander een automobilist,een onderzoeker garandeerde een voorstander een automobilist,de analist verzekerde aan de supporter de file,de analist verzekerde de supporter de file
een huurder wees aan een huisarts een politieman,een huurder wees een huisarts een politieman,de eigenaar gaf aan de dokter het brood,de eigenaar gaf de dokter het brood
een regisseur ontzei aan een architect een wijze,een regisseur ontzei een architect een wijze,de leider gaf aan de jongen de vinger,de leider gaf de jongen de vinger
een analist ontnam aan een belegger een wijze,een analist ontnam een belegger een wijze,de schrijver kocht voor de deelnemer het doel,de schrijver kocht de deelnemer het doel
een bewoner beloofde aan een docent een greep,een bewoner beloofde een docent een greep,de allochtoon gaf aan de man de pot,de allochtoon gaf de man de pot
een moordenaar gaf aan een liefhebber een collectie,een moordenaar gaf een liefhebber een collectie,de persoon verleende aan de voorstander het schilderij,de persoon verleende de voorstander het schilderij
een wever verhuurde aan een renner een parking,een wever verhuurde een renner een parking,de kiezer leende aan de fietser de bus,de kiezer leende de fietser de bus
een kok ontzei aan een homo een materieel,een kok ontzei een homo een materieel,het zout gaf aan de verkoper het ding,het zout gaf de verkoper het ding
een inwoner verbood aan een vogel een knoop,een inwoner verbood een vogel een knoop,de bewoner weigerde aan het nest het toilet,de bewoner weigerde het nest het toilet
een engel gunde aan een inwoner een lichaam,een engel gunde een inwoner een lichaam,de held verleende aan de bewoner de knie,de held verleende de bewoner de knie
een dader ontzei aan een meid een adem,een dader ontzei een meid een adem,het slachtoffer verbood aan de dochter de brug,het slachtoffer verbood de dochter de brug
een individu verleende aan een leerling een peer,een individu verleende een leerling een peer,de man bezorgde aan het zwart het appel,de man bezorgde het zwart het appel
een dame zond aan een beer een buik,een dame zond een beer een buik,de meester stuurde naar de president de vat,de meester stuurde de president de vat
een chauffeur verkocht aan een gast een lijk,een chauffeur verkocht een gast een lijk,de minister toonde aan de professor het water,de minister toonde de professor het water
een secretaris gunde aan een broer een eind,een secretaris gunde een broer een eind,de assistent verleende aan de engel de stop,de assistent verleende de engel de stop
een bediende gooide naar een kiezer een huisarts,een bediende gooide een kiezer een huisarts,de analist gaf aan de kandidaat het ziekenhuis,de analist gaf de kandidaat het ziekenhuis
een aannemer bracht aan een voetballer een brandweer,een aannemer bracht een voetballer een brandweer,het wit verstuurde naar de scheidsrechter het nat,het wit verstuurde de scheidsrechter het nat
een tegenstander overhandigde aan een aanklager een kunstwerk,een tegenstander overhandigde een aanklager een kunstwerk,de vijand leverde aan de verdediger de installatie,de vijand leverde de verdediger de installatie
een premier toonde aan een speurder een bal,een premier toonde een speurder een bal,de president gaf aan de dief de draad,de president gaf de dief de draad
een criticus kocht voor een ploegmaat een voertuig,een criticus kocht een ploegmaat een voertuig,de intellectueel verkocht aan de deelnemer het hout,de intellectueel verkocht de deelnemer het hout
een toerist wees aan een neef een portefeuille,een toerist wees een neef een portefeuille,de fotograaf toonde aan de homo het bezit,de fotograaf toonde de homo het bezit
een werkgever betaalde aan een ex een hoofddoek,een werkgever betaalde een ex een hoofddoek,de persoon bracht aan de crimineel het doek,de persoon bracht de crimineel het doek
een buur betaalde aan een dichter een put,een buur betaalde een dichter een put,de broer leverde aan de held het oor,de broer leverde de held het oor
een zout gooide naar een kerel een band,een zout gooide een kerel een band,de professor verweet aan de tiener de scheiding,de professor verweet de tiener de scheiding
een vluchteling bezorgde aan een inspecteur een doek,een vluchteling bezorgde een inspecteur een doek,de allochtoon kocht voor het kleinkind de schoen,de allochtoon kocht het kleinkind de schoen
een wolf onthield aan een ambtenaar een rebel,een wolf onthield een ambtenaar een rebel,de inbreker gaf aan de werknemer de vakbond,de inbreker gaf de werknemer de vakbond
een vent verzocht aan een manager een zaal,een vent verzocht een manager een zaal,de homo vroeg aan de chef de rechter,de homo vroeg de chef de rechter
een scheidsrechter verhinderde aan een asielzoeker een meubel,een scheidsrechter verhinderde een asielzoeker een meubel,de vrouw stuurde naar de kat het hotel,de vrouw stuurde de kat het hotel
een concurrent leverde aan een kunstenaar een scherp,een concurrent leverde een kunstenaar een scherp,de vijand bezorgde aan het talent het appel,de vijand bezorgde het talent het appel
een adviseur stuurde naar een minister een leider,een adviseur stuurde een minister een leider,de expert verhinderde aan de vluchteling de hand,de expert verhinderde de vluchteling de hand
een analist stuurde naar een dokter een tegenstander,een analist stuurde een dokter een tegenstander,de waarnemer zond aan de vrijwilliger de kant,de waarnemer zond de vrijwilliger de kant
een date ontzei aan een arts een profeet,een date ontzei een arts een profeet,de echtgenote gaf aan de advocaat de kerk,de echtgenote gaf de advocaat de kerk
een directeur verzocht aan een asielzoeker een eiland,een directeur verzocht een asielzoeker een eiland,de leider vroeg aan de hond de planeet,de leider vroeg de hond de planeet
een producent verbood aan een wacht een recept,een producent verbood een wacht een recept,de verkoper wees aan de persoon de pil,de verkoper wees de persoon de pil
een buur adviseerde aan een idioot een aardappel,een buur adviseerde een idioot een aardappel,de allochtoon vroeg aan de renner de tafel,de allochtoon vroeg de renner de tafel
een dochter weigerde aan een bondscoach een hoofdstad,een dochter weigerde een bondscoach een hoofdstad,de mama gaf aan de voetballer de haven,de mama gaf de voetballer de haven
een voorganger leverde aan een filosoof een kruispunt,een voorganger leverde een filosoof een kruispunt,de mama kocht voor de reiziger de brug,de mama kocht de reiziger de brug
een reserve adviseerde aan een illegaal een voedsel,een reserve adviseerde een illegaal een voedsel,de taart vroeg aan de idioot de maag,de taart vroeg de idioot de maag
een scholier garandeerde aan een arts een inspecteur,een scholier garandeerde een arts een inspecteur,de jongen kocht voor de wacht het interview,de jongen kocht de wacht het interview
een premier verklaarde aan een toerist een indruk,een premier verklaarde een toerist een indruk,de leider leerde aan de koe de sneeuw,de leider leerde de koe de sneeuw
een jongen verzocht aan een getuige een pakket,een jongen verzocht een getuige een pakket,de neef vroeg aan de waarnemer de hoop,de neef vroeg de waarnemer de hoop
een schepen gunde aan een kwartier een helft,een schepen gunde een kwartier een helft,de secretaris gaf aan de meester het gedeelte,de secretaris gaf de meester het gedeelte
een pc gaf aan een tiener een moeder,een pc gaf een tiener een moeder,de bediende schonk aan de scholier het lijk,de bediende schonk de scholier het lijk
een kunstenaar bezorgde aan een date een werkgroep,een kunstenaar bezorgde een date een werkgroep,de student overhandigde aan de pc de werknemer,de student overhandigde de pc de werknemer
een vreemdeling stuurde naar een aanhanger een nota,een vreemdeling stuurde een aanhanger een nota,de vrouw wees aan de fan de som,de vrouw wees de fan de som
een officier verbood aan een kwartier een recept,een officier verbood een kwartier een recept,de koningin weigerde aan de meester de pil,de koningin weigerde de meester de pil
een kijker gunde aan een bewoner een toestel,een kijker gunde een bewoner een toestel,de supporter gaf aan de buur de gitaar,de supporter gaf de buur de gitaar
een kijker overhandigde aan een vrijwilliger een rivier,een kijker overhandigde een vrijwilliger een rivier,de waarnemer betaalde aan de man de draad,de waarnemer betaalde de man de draad
een organisator garandeerde aan een commissaris een scheidsrechter,een organisator garandeerde een commissaris een scheidsrechter,de manager kocht voor de bestuurder de ploeg,de manager kocht de bestuurder de ploeg
een kiezer verklaarde aan een heer een product,een kiezer verklaarde een heer een product,de wever wees aan het lief de soort,de wever wees het lief de soort
een student gunde aan een bas een bewijs,een student gunde een bas een bewijs,de scholier verbood aan de wolf het verband,de scholier verbood de wolf het verband
een prof onthield aan een liefhebber een zuur,een prof onthield een liefhebber een zuur,de leider gaf aan de vriend de gevangenis,de leider gaf de vriend de gevangenis
een katholiek bezorgde aan een voetballer een vaart,een katholiek bezorgde een voetballer een vaart,de vrouw overhandigde aan de buitenlander de brug,de vrouw overhandigde de buitenlander de brug
een actrice verhinderde aan een auteur een verwonding,een actrice verhinderde een auteur een verwonding,de prinses stuurde naar de maker de dokter,de prinses stuurde de maker de dokter
een reserve garandeerde aan een voorganger een fort,een reserve garandeerde een voorganger een fort,het varken verzekerde aan de mama de vrouw,het varken verzekerde de mama de vrouw
een jongeman verzekerde aan een kandidaat een fles,een jongeman verzekerde een kandidaat een fles,de vrouw garandeerde aan het slachtoffer de supermarkt,de vrouw garandeerde het slachtoffer de supermarkt
een speurder ontnam aan een peter een single,een speurder ontnam een peter een single,de journalist kocht voor de broer de top,de journalist kocht de broer de top
een getuige verweet aan een kleinkind een onderzoek,een getuige verweet een kleinkind een onderzoek,de toeschouwer gooide naar de echtgenoot het goed,de toeschouwer gooide de echtgenoot het goed
een allochtoon verklaarde aan een redacteur een dak,een allochtoon verklaarde een redacteur een dak,de jongen verweet aan de baas de kaas,de jongen verweet de baas de kaas
een maat verhuurde aan een bas een gewest,een maat verhuurde een bas een gewest,de kerel leende aan de zanger de vlag,de kerel leende de zanger de vlag
een echtgenoot schonk aan een prins een bron,een echtgenoot schonk een prins een bron,de conservatief bezorgde aan de prinses de fris,de conservatief bezorgde de prinses de fris
een bisschop beloofde aan een auteur een hoofdstad,een bisschop beloofde een auteur een hoofdstad,de katholiek garandeerde aan de meester de wereld,de katholiek garandeerde de meester de wereld
een fan verzekerde aan een concurrent een luik,een fan verzekerde een concurrent een luik,het meisje betaalde aan de speler de schilderij,het meisje betaalde de speler de schilderij
een juf verkocht aan een speler een bewijs,een juf verkocht een speler een bewijs,het meisje gaf aan de deelnemer de buis,het meisje gaf de deelnemer de buis
een specialist overhandigde aan een deelnemer een illegaal,een specialist overhandigde een deelnemer een illegaal,de leider gaf aan de atleet de alcohol,de leider gaf de atleet de alcohol
een werkgever verhuurde aan een advocaat een bakkerij,een werkgever verhuurde een advocaat een bakkerij,de vriend leende aan de dief het vers,de vriend leende de dief het vers
een keeper stuurde naar een reiziger een schijf,een keeper stuurde een reiziger een schijf,de doelman zond aan de vreemdeling de aardappel,de doelman zond de vreemdeling de aardappel
een ontwerper gunde aan een soldaat een bewijs,een ontwerper gunde een soldaat een bewijs,de architect verleende aan de toren de kopie,de architect verleende de toren de kopie
een rechter verhuurde aan een arts een schilderij,een rechter verhuurde een arts een schilderij,de klant leende aan de hond de bloem,de klant leende de hond de bloem
een topman betaalde aan een politieman een theater,een topman betaalde een politieman een theater,de specialist gaf aan de vriend de doek,de specialist gaf de vriend de doek
een doelman verleende aan een bakker een strand,een doelman verleende een bakker een strand,de voetballer vroeg aan de leraar de haven,de voetballer vroeg de leraar de haven
een handelaar beloofde aan een non een voorraad,een handelaar beloofde een non een voorraad,de man gaf aan de juf de foto,de man gaf de juf de foto
een ploegmaat vroeg aan een kroon een dak,een ploegmaat vroeg een kroon een dak,de deelnemer bracht aan de getuige de olie,de deelnemer bracht de getuige de olie
een muzikant vroeg aan een kijker een chocolade,een muzikant vroeg een kijker een chocolade,de man bracht aan de koning de koek,de man bracht de koning de koek
