ppo,pdo,tpo,tdo
een gemeenteraadslid gaf aan een minister-president een bot,een gemeenteraadslid gaf een minister-president een bot,het gemeenteraadslid verbood aan de minister-president de bot,het gemeenteraadslid verbood de minister-president de bot
een kapitein gooide naar een lijsttrekker een decor,een kapitein gooide een lijsttrekker een decor,de kapitein wees aan de lijsttrekker het decor,de kapitein wees de lijsttrekker het decor
een wilde verzekerde aan een parlementslid een mandaat,een wilde verzekerde een parlementslid een mandaat,de wilde verhinderde aan het parlementslid het mandaat,de wilde verhinderde het parlementslid het mandaat
een wijze verhinderde aan een soldaat een instrument,een wijze verhinderde een soldaat een instrument,de wijze verzocht aan de soldaat het instrument,de wijze verzocht de soldaat het instrument
een militair gaf aan een commissaris een orkest,een militair gaf een commissaris een orkest,de militair adviseerde aan de commissaris het orkest,de militair adviseerde de commissaris het orkest
een supporter verklaarde aan een belegger een zand,een supporter verklaarde een belegger een zand,de supporter overhandigde aan de belegger het zand,de supporter overhandigde de belegger het zand
een nieuweling kocht voor een oom een deel,een nieuweling kocht een oom een deel,de nieuweling verhinderde aan de oom het deel,de nieuweling verhinderde de oom het deel
een varken verstuurde naar een prof een meter,een varken verstuurde een prof een meter,het varken ontnam aan de prof de meter,het varken ontnam de prof de meter
een aanklager verzekerde aan een hoogleraar een personeelslid,een aanklager verzekerde een hoogleraar een personeelslid,de aanklager leerde aan de hoogleraar het personeelslid,de aanklager leerde de hoogleraar het personeelslid
een analist verweet aan een burgemeester een dam,een analist verweet een burgemeester een dam,de analist wees aan de burgemeester de dam,de analist wees de burgemeester de dam
een investeerder toonde aan een prof een vrucht,een investeerder toonde een prof een vrucht,de investeerder verweet aan de prof de vrucht,de investeerder verweet de prof de vrucht
een haan gunde aan een held een muur,een haan gunde een held een muur,de haan betaalde aan de held de muur,de haan betaalde de held de muur
een waard verhuurde aan een vent een schilderij,een waard verhuurde een vent een schilderij,de waard vroeg aan de vent de schilderij,de waard vroeg de vent de schilderij
een correspondent kocht voor een industrieel een gezicht,een correspondent kocht een industrieel een gezicht,de correspondent verstuurde naar de industrieel het gezicht,de correspondent verstuurde de industrieel het gezicht
een voorzitter verweet aan een automobilist een kaas,een voorzitter verweet een automobilist een kaas,de voorzitter bracht aan de automobilist de kaas,de voorzitter bracht de automobilist de kaas
een gans verklaarde aan een kandidaat een bijdrage,een gans verklaarde een kandidaat een bijdrage,de gans verzekerde aan de kandidaat de bijdrage,de gans verzekerde de kandidaat de bijdrage
een historicus verklaarde aan een meester een bibliotheek,een historicus verklaarde een meester een bibliotheek,de historicus garandeerde aan de meester de bibliotheek,de historicus garandeerde de meester de bibliotheek
een atleet toonde aan een koning een vrachtwagen,een atleet toonde een koning een vrachtwagen,de atleet verhinderde aan de koning de vrachtwagen,de atleet verhinderde de koning de vrachtwagen
een schaap weigerde aan een minister een douche,een schaap weigerde een minister een douche,het schaap toonde aan de minister de douche,het schaap toonde de minister de douche
een reiziger gunde aan een zanger een kantoor,een reiziger gunde een zanger een kantoor,de reiziger bezorgde aan de zanger het kantoor,de reiziger bezorgde de zanger het kantoor
een toren bezorgde aan een minister een peper,een toren bezorgde een minister een peper,de toren betaalde aan de minister de peper,de toren betaalde de minister de peper
een mol leerde aan een socialist een vereniging,een mol leerde een socialist een vereniging,de mol bezorgde aan de socialist de vereniging,de mol bezorgde de socialist de vereniging
een moordenaar betaalde aan een vertegenwoordiger een kijker,een moordenaar betaalde een vertegenwoordiger een kijker,de moordenaar gooide naar de vertegenwoordiger de kijker,de moordenaar gooide de vertegenwoordiger de kijker
een waarnemer verkocht aan een vrijwilliger een borst,een waarnemer verkocht een vrijwilliger een borst,de waarnemer leerde aan de vrijwilliger de borst,de waarnemer leerde de vrijwilliger de borst
een verdediger verzekerde aan een buitenlander een hout,een verdediger verzekerde een buitenlander een hout,de verdediger bracht aan de buitenlander het hout,de verdediger bracht de buitenlander het hout
een minister beloofde aan een moeder een adem,een minister beloofde een moeder een adem,de minister verzocht aan de moeder de adem,de minister verzocht de moeder de adem
een oom leverde aan een non een zee,een oom leverde een non een zee,de oom adviseerde aan de non de zee,de oom adviseerde de non de zee
een vijand kocht voor een toren een gitaar,een vijand kocht een toren een gitaar,de vijand verweet aan de toren de gitaar,de vijand verweet de toren de gitaar
een zakenman bracht aan een atleet een konijn,een zakenman bracht een atleet een konijn,de zakenman verbood aan de atleet het konijn,de zakenman verbood de atleet het konijn
een zout verzocht aan een individu een kopie,een zout verzocht een individu een kopie,het zout leerde aan het individu de kopie,het zout leerde het individu de kopie
een verdediger schonk aan een lezer een soep,een verdediger schonk een lezer een soep,de verdediger beloofde aan de lezer de soep,de verdediger beloofde de lezer de soep
een senior leende aan een duivel een formeel,een senior leende een duivel een formeel,de senior verklaarde aan de duivel het formeel,de senior verklaarde de duivel het formeel
een speurder verzekerde aan een huisarts een groente,een speurder verzekerde een huisarts een groente,de speurder bezorgde aan de huisarts de groente,de speurder bezorgde de huisarts de groente
een agent verweet aan een koning een olie,een agent verweet een koning een olie,de agent garandeerde aan de koning de olie,de agent garandeerde de koning de olie
een paus verhuurde aan een gek een verpakking,een paus verhuurde een gek een verpakking,de paus kocht voor de gek de verpakking,de paus kocht de gek de verpakking
een staatssecretaris schonk aan een historicus een vlam,een staatssecretaris schonk een historicus een vlam,de staatssecretaris verklaarde aan de historicus de vlam,de staatssecretaris verklaarde de historicus de vlam
een passagier weigerde aan een voorganger een kant,een passagier weigerde een voorganger een kant,de passagier verzekerde aan de voorganger het kant,de passagier verzekerde de voorganger het kant
een consument garandeerde aan een belegger een ambassadeur,een consument garandeerde een belegger een ambassadeur,de consument wees aan de belegger de ambassadeur,de consument wees de belegger de ambassadeur
een procureur verhinderde aan een inbreker een actie,een procureur verhinderde een inbreker een actie,de procureur verweet aan de inbreker de actie,de procureur verweet de inbreker de actie
een ambassadeur stuurde naar een aandeelhouder een regering,een ambassadeur stuurde een aandeelhouder een regering,de ambassadeur adviseerde aan de aandeelhouder de regering,de ambassadeur adviseerde de aandeelhouder de regering
een reserve ontzei aan een ploegmaat een muur,een reserve ontzei een ploegmaat een muur,de reserve ontnam aan de ploegmaat de muur,de reserve ontnam de ploegmaat de muur
een arbeider weigerde aan een mevrouw een raket,een arbeider weigerde een mevrouw een raket,de arbeider verzocht aan de mevrouw de raket,de arbeider verzocht de mevrouw de raket
een agent kocht voor een minister-president een noot,een agent kocht een minister-president een noot,de agent verhuurde aan de minister-president de noot,de agent verhuurde de minister-president de noot
een kapitein gaf aan een nicht een infrastructuur,een kapitein gaf een nicht een infrastructuur,de kapitein verhuurde aan de nicht de infrastructuur,de kapitein verhuurde de nicht de infrastructuur
een kwartier verkocht aan een kat een ramp,een kwartier verkocht een kat een ramp,het kwartier verhuurde aan de kat de ramp,het kwartier verhuurde de kat de ramp
een international onthield aan een ambtenaar een chef,een international onthield een ambtenaar een chef,de international verstuurde naar de ambtenaar de chef,de international verstuurde de ambtenaar de chef
een kijker verbood aan een medewerker een ster,een kijker verbood een medewerker een ster,de kijker leverde aan de medewerker de ster,de kijker leverde de medewerker de ster
een provinciaal toonde aan een prins een balans,een provinciaal toonde een prins een balans,de provinciaal gunde aan de prins de balans,de provinciaal gunde de prins de balans
een ondernemer verhinderde aan een vorst een merk,een ondernemer verhinderde een vorst een merk,de ondernemer leverde aan de vorst het merk,de ondernemer leverde de vorst het merk
een winnaar onthield aan een uitbater een klok,een winnaar onthield een uitbater een klok,de winnaar betaalde aan de uitbater de klok,de winnaar betaalde de uitbater de klok
een kwartier toonde aan een assistent een kroon,een kwartier toonde een assistent een kroon,het kwartier leende aan de assistent de kroon,het kwartier leende de assistent de kroon
een directeur kocht voor een speler een park,een directeur kocht een speler een park,de directeur verhinderde aan de speler het park,de directeur verhinderde de speler het park
een verdediger verstuurde naar een inbreker een tak,een verdediger verstuurde een inbreker een tak,de verdediger schonk aan de inbreker de tak,de verdediger schonk de inbreker de tak
een dokter verleende aan een hoofdredacteur een afval,een dokter verleende een hoofdredacteur een afval,de dokter verhinderde aan de hoofdredacteur de afval,de dokter verhinderde de hoofdredacteur de afval
een monster leverde aan een nieuwkomer een parlementair,een monster leverde een nieuwkomer een parlementair,het monster leerde aan de nieuwkomer de parlementair,het monster leerde de nieuwkomer de parlementair
een mevrouw verzocht aan een jongeman een cijfer,een mevrouw verzocht een jongeman een cijfer,de mevrouw gunde aan de jongeman het cijfer,de mevrouw gunde de jongeman het cijfer
een wit vroeg aan een mol een motor,een wit vroeg een mol een motor,het wit beloofde aan de mol de motor,het wit beloofde de mol de motor
een verzekeraar beloofde aan een speler een buit,een verzekeraar beloofde een speler een buit,de verzekeraar leende aan de speler de buit,de verzekeraar leende de speler de buit
een collega leverde aan een woordvoerder een tuin,een collega leverde een woordvoerder een tuin,de collega schonk aan de woordvoerder de tuin,de collega schonk de woordvoerder de tuin
een liberaal verweet aan een dame een klooster,een liberaal verweet een dame een klooster,de liberaal adviseerde aan de dame het klooster,de liberaal adviseerde de dame het klooster
een held verbood aan een boon een knoop,een held verbood een boon een knoop,de held schonk aan de boon de knoop,de held schonk de boon de knoop
een jongen verklaarde aan een tante een web,een jongen verklaarde een tante een web,de jongen zond aan de tante het web,de jongen zond de tante het web
een ploegmaat verkocht aan een neef een monument,een ploegmaat verkocht een neef een monument,de ploegmaat overhandigde aan de neef het monument,de ploegmaat overhandigde de neef het monument
een burger stuurde naar een liberaal een ridder,een burger stuurde een liberaal een ridder,de burger toonde aan de liberaal de ridder,de burger toonde de liberaal de ridder
een don leerde aan een regisseur een rekening,een don leerde een regisseur een rekening,de don verhinderde aan de regisseur de rekening,de don verhinderde de regisseur de rekening
een liberaal bezorgde aan een topman een duo,een liberaal bezorgde een topman een duo,de liberaal vroeg aan de topman het duo,de liberaal vroeg de topman het duo
een concurrent verleende aan een meter een trein,een concurrent verleende een meter een trein,de concurrent verhinderde aan de meter de trein,de concurrent verhinderde de meter de trein
een kiezer verhinderde aan een verdediger een strip,een kiezer verhinderde een verdediger een strip,de kiezer garandeerde aan de verdediger de strip,de kiezer garandeerde de verdediger de strip
een kleinkind leende aan een ambassadeur een materieel,een kleinkind leende een ambassadeur een materieel,het kleinkind bezorgde aan de ambassadeur het materieel,het kleinkind bezorgde de ambassadeur het materieel
een duivel gunde aan een directeur een camera,een duivel gunde een directeur een camera,de duivel weigerde aan de directeur de camera,de duivel weigerde de directeur de camera
een papa verweet aan een duivel een pak,een papa verweet een duivel een pak,de papa verkocht aan de duivel de pak,de papa verkocht de duivel de pak
een terrorist weigerde aan een meid een voet,een terrorist weigerde een meid een voet,de terrorist ontnam aan de meid de voet,de terrorist ontnam de meid de voet
een kroon weigerde aan een vogel een agent,een kroon weigerde een vogel een agent,de kroon overhandigde aan de vogel de agent,de kroon overhandigde de vogel de agent
een jongeman gaf aan een burgemeester een nota,een jongeman gaf een burgemeester een nota,de jongeman ontnam aan de burgemeester de nota,de jongeman ontnam de burgemeester de nota
een huisarts toonde aan een investeerder een kaart,een huisarts toonde een investeerder een kaart,de huisarts verhinderde aan de investeerder de kaart,de huisarts verhinderde de investeerder de kaart
een verkoper gunde aan een actrice een grondstof,een verkoper gunde een actrice een grondstof,de verkoper ontzei aan de actrice de grondstof,de verkoper ontzei de actrice de grondstof
een fotograaf verhinderde aan een oma een tiental,een fotograaf verhinderde een oma een tiental,de fotograaf vroeg aan de oma het tiental,de fotograaf vroeg de oma het tiental
een uitbater leende aan een acteur een terras,een uitbater leende een acteur een terras,de uitbater ontzei aan de acteur het terras,de uitbater ontzei de acteur het terras
een pastoor verstuurde naar een deelnemer een trainer,een pastoor verstuurde een deelnemer een trainer,de pastoor vroeg aan de deelnemer de trainer,de pastoor vroeg de deelnemer de trainer
een kleuter gunde aan een reiziger een room,een kleuter gunde een reiziger een room,de kleuter adviseerde aan de reiziger de room,de kleuter adviseerde de reiziger de room
een lui verzekerde aan een kleinkind een ontwerper,een lui verzekerde een kleinkind een ontwerper,de lui overhandigde aan het kleinkind de ontwerper,de lui overhandigde het kleinkind de ontwerper
een echtgenote leverde aan een bas een bom,een echtgenote leverde een bas een bom,de echtgenote verhinderde aan de bas de bom,de echtgenote verhinderde de bas de bom
een visser kocht voor een docent een vuur,een visser kocht een docent een vuur,de visser overhandigde aan de docent het vuur,de visser overhandigde de docent het vuur
een wijze verbood aan een investeerder een kop,een wijze verbood een investeerder een kop,de wijze verklaarde aan de investeerder de kop,de wijze verklaarde de investeerder de kop
een advocaat betaalde aan een leerling een centimeter,een advocaat betaalde een leerling een centimeter,de advocaat gooide naar de leerling de centimeter,de advocaat gooide de leerling de centimeter
een individu verleende aan een priester een tekening,een individu verleende een priester een tekening,het individu ontnam aan de priester de tekening,het individu ontnam de priester de tekening
een kandidaat leverde aan een kroon een leeftijd,een kandidaat leverde een kroon een leeftijd,de kandidaat toonde aan de kroon de leeftijd,de kandidaat toonde de kroon de leeftijd
een dokter beloofde aan een terrorist een team,een dokter beloofde een terrorist een team,de dokter verzocht aan de terrorist het team,de dokter verzocht de terrorist het team
een familielid garandeerde aan een kijker een tafel,een familielid garandeerde een kijker een tafel,het familielid verstuurde naar de kijker de tafel,het familielid verstuurde de kijker de tafel
een gouverneur verzekerde aan een wijze een vleugel,een gouverneur verzekerde een wijze een vleugel,de gouverneur kocht voor de wijze de vleugel,de gouverneur kocht de wijze de vleugel
een tegenstander wees aan een socialist een don,een tegenstander wees een socialist een don,de tegenstander garandeerde aan de socialist de don,de tegenstander garandeerde de socialist de don
een priester verkocht aan een kerel een diamant,een priester verkocht een kerel een diamant,de priester gunde aan de kerel de diamant,de priester gunde de kerel de diamant
een ouder verleende aan een woordvoerder een gulden,een ouder verleende een woordvoerder een gulden,de ouder gooide naar de woordvoerder de gulden,de ouder gooide de woordvoerder de gulden
een scheidsrechter verbood aan een dame een brug,een scheidsrechter verbood een dame een brug,de scheidsrechter leende aan de dame de brug,de scheidsrechter leende de dame de brug
een raadslid wees aan een boon een artiest,een raadslid wees een boon een artiest,het raadslid verstuurde naar de boon de artiest,het raadslid verstuurde de boon de artiest
een profeet vroeg aan een burger een vlot,een profeet vroeg een burger een vlot,de profeet garandeerde aan de burger het vlot,de profeet garandeerde de burger het vlot
een meid leerde aan een dader een motor,een meid leerde een dader een motor,de meid overhandigde aan de dader de motor,de meid overhandigde de dader de motor
een reiziger bracht aan een haan een categorie,een reiziger bracht een haan een categorie,de reiziger ontnam aan de haan de categorie,de reiziger ontnam de haan de categorie
een lezer zond aan een nest een advocaat,een lezer zond een nest een advocaat,de lezer gunde aan het nest de advocaat,de lezer gunde het nest de advocaat
een industrieel schonk aan een profeet een lijk,een industrieel schonk een profeet een lijk,de industrieel vroeg aan de profeet het lijk,de industrieel vroeg de profeet het lijk
een aanklager verkocht aan een oom een lijk,een aanklager verkocht een oom een lijk,de aanklager beloofde aan de oom het lijk,de aanklager beloofde de oom het lijk
een renner verzekerde aan een kijker een last,een renner verzekerde een kijker een last,de renner overhandigde aan de kijker de last,de renner overhandigde de kijker de last
een inwoner verklaarde aan een doelman een afval,een inwoner verklaarde een doelman een afval,de inwoner weigerde aan de doelman de afval,de inwoner weigerde de doelman de afval
een zangeres gaf aan een neef een verzameling,een zangeres gaf een neef een verzameling,de zangeres adviseerde aan de neef de verzameling,de zangeres adviseerde de neef de verzameling
een meneer verbood aan een wezen een plaat,een meneer verbood een wezen een plaat,de meneer vroeg aan het wezen de plaat,de meneer vroeg het wezen de plaat
een moslim ontnam aan een fietser een domein,een moslim ontnam een fietser een domein,de moslim verkocht aan de fietser het domein,de moslim verkocht de fietser het domein
een eigenaar bracht aan een peter een bot,een eigenaar bracht een peter een bot,de eigenaar verbood aan de peter het bot,de eigenaar verbood de peter het bot
een varken schonk aan een vent een studio,een varken schonk een vent een studio,het varken weigerde aan de vent de studio,het varken weigerde de vent de studio
een gans zond aan een held een campagne,een gans zond een held een campagne,de gans wees aan de held de campagne,de gans wees de held de campagne
een artiest verhinderde aan een nest een put,een artiest verhinderde een nest een put,de artiest verkocht aan het nest de put,de artiest verkocht het nest de put
een verzekeraar leverde aan een idioot een ijs,een verzekeraar leverde een idioot een ijs,de verzekeraar onthield aan de idioot het ijs,de verzekeraar onthield de idioot het ijs
een arts verhuurde aan een fabrikant een klooster,een arts verhuurde een fabrikant een klooster,de arts toonde aan de fabrikant het klooster,de arts toonde de fabrikant het klooster
een moslim bracht aan een gans een lucht,een moslim bracht een gans een lucht,de moslim verzekerde aan de gans de lucht,de moslim verzekerde de gans de lucht
een dief verweet aan een gast een band,een dief verweet een gast een band,de dief leende aan de gast de band,de dief leende de gast de band
een dader leerde aan een zout een categorie,een dader leerde een zout een categorie,de dader bezorgde aan het zout de categorie,de dader bezorgde het zout de categorie
een militair verbood aan een vluchteling een neus,een militair verbood een vluchteling een neus,de militair ontnam aan de vluchteling de neus,de militair ontnam de vluchteling de neus
een held bracht aan een chauffeur een volk,een held bracht een chauffeur een volk,de held garandeerde aan de chauffeur het volk,de held garandeerde de chauffeur het volk
een leerling schonk aan een allochtoon een boerderij,een leerling schonk een allochtoon een boerderij,de leerling verhuurde aan de allochtoon de boerderij,de leerling verhuurde de allochtoon de boerderij
een concurrent gooide naar een staatssecretaris een bijdrage,een concurrent gooide een staatssecretaris een bijdrage,de concurrent gunde aan de staatssecretaris de bijdrage,de concurrent gunde de staatssecretaris de bijdrage
een raadslid verklaarde aan een journalist een bak,een raadslid verklaarde een journalist een bak,het raadslid leende aan de journalist de bak,het raadslid leende de journalist de bak
een acteur schonk aan een reiziger een flat,een acteur schonk een reiziger een flat,de acteur leerde aan de reiziger de flat,de acteur leerde de reiziger de flat
een varken bracht aan een nest een ijs,een varken bracht een nest een ijs,het varken verhinderde aan het nest het ijs,het varken verhinderde het nest het ijs
een individu bezorgde aan een renner een juweel,een individu bezorgde een renner een juweel,het individu verstuurde naar de renner het juweel,het individu verstuurde de renner het juweel
een lijsttrekker overhandigde aan een muzikant een orgaan,een lijsttrekker overhandigde een muzikant een orgaan,de lijsttrekker ontzei aan de muzikant het orgaan,de lijsttrekker ontzei de muzikant het orgaan
een kijker verstuurde naar een kandidaat een single,een kijker verstuurde een kandidaat een single,de kijker schonk aan de kandidaat het single,de kijker schonk de kandidaat het single
een kleinkind wees aan een prof een decor,een kleinkind wees een prof een decor,het kleinkind verleende aan de prof het decor,het kleinkind verleende de prof het decor
een international verstuurde naar een wethouder een gezin,een international verstuurde een wethouder een gezin,de international gooide naar de wethouder het gezin,de international gooide de wethouder het gezin
een invaller gaf aan een gevangene een zilver,een invaller gaf een gevangene een zilver,de invaller verbood aan de gevangene het zilver,de invaller verbood de gevangene het zilver
een moeder gooide naar een atleet een peper,een moeder gooide een atleet een peper,de moeder verleende aan de atleet de peper,de moeder verleende de atleet de peper
een vrijwilliger adviseerde aan een student een collectie,een vrijwilliger adviseerde een student een collectie,de vrijwilliger verhinderde aan de student de collectie,de vrijwilliger verhinderde de student de collectie
een fotograaf bracht aan een supporter een regering,een fotograaf bracht een supporter een regering,de fotograaf gooide naar de supporter de regering,de fotograaf gooide de supporter de regering
een ambtenaar adviseerde aan een crimineel een zout,een ambtenaar adviseerde een crimineel een zout,de ambtenaar verhuurde aan de crimineel het zout,de ambtenaar verhuurde de crimineel het zout
een renner wees aan een ploegmaat een depressie,een renner wees een ploegmaat een depressie,de renner leende aan de ploegmaat de depressie,de renner leende de ploegmaat de depressie
een baby weigerde aan een wethouder een procureur,een baby weigerde een wethouder een procureur,de baby verhinderde aan de wethouder de procureur,de baby verhinderde de wethouder de procureur
een kerel kocht voor een held een tank,een kerel kocht een held een tank,de kerel verhinderde aan de held de tank,de kerel verhinderde de held de tank
een zwart garandeerde aan een filosoof een info,een zwart garandeerde een filosoof een info,het zwart bracht aan de filosoof de info,het zwart bracht de filosoof de info
een nicht onthield aan een minister een terrein,een nicht onthield een minister een terrein,de nicht schonk aan de minister het terrein,de nicht schonk de minister het terrein
een socialist gooide naar een favoriet een kust,een socialist gooide een favoriet een kust,de socialist zond aan de favoriet de kust,de socialist zond de favoriet de kust
een eigenaar stuurde naar een senator een hotel,een eigenaar stuurde een senator een hotel,de eigenaar onthield aan de senator het hotel,de eigenaar onthield de senator het hotel
een industrieel verkocht aan een fietser een materieel,een industrieel verkocht een fietser een materieel,de industrieel leverde aan de fietser het materieel,de industrieel leverde de fietser het materieel
een tante onthield aan een schoonheid een selectie,een tante onthield een schoonheid een selectie,de tante bezorgde aan de schoonheid de selectie,de tante bezorgde de schoonheid de selectie
een meester garandeerde aan een hoogleraar een brug,een meester garandeerde een hoogleraar een brug,de meester gunde aan de hoogleraar de brug,de meester gunde de hoogleraar de brug
een aanhanger overhandigde aan een ridder een ijs,een aanhanger overhandigde een ridder een ijs,de aanhanger verzocht aan de ridder het ijs,de aanhanger verzocht de ridder het ijs
een invaller verstuurde naar een kind een snelweg,een invaller verstuurde een kind een snelweg,de invaller verzocht aan het kind de snelweg,de invaller verzocht het kind de snelweg
een jongeman leverde aan een allochtoon een nadruk,een jongeman leverde een allochtoon een nadruk,de jongeman verklaarde aan de allochtoon de nadruk,de jongeman verklaarde de allochtoon de nadruk
een tante gunde aan een meid een graf,een tante gunde een meid een graf,de tante verklaarde aan de meid het graf,de tante verklaarde de meid het graf
een priester verkocht aan een aanhanger een fietspad,een priester verkocht een aanhanger een fietspad,de priester leerde aan de aanhanger het fietspad,de priester leerde de aanhanger het fietspad
een bisschop leverde aan een jongen een tijdschrift,een bisschop leverde een jongen een tijdschrift,de bisschop zond aan de jongen het tijdschrift,de bisschop zond de jongen het tijdschrift
een maat garandeerde aan een dichter een ster,een maat garandeerde een dichter een ster,de maat ontzei aan de dichter de ster,de maat ontzei de dichter de ster
een huisarts adviseerde aan een homo een varken,een huisarts adviseerde een homo een varken,de huisarts verweet aan de homo het varken,de huisarts verweet de homo het varken
een ingenieur adviseerde aan een reserve een tong,een ingenieur adviseerde een reserve een tong,de ingenieur bezorgde aan de reserve de tong,de ingenieur bezorgde de reserve de tong
een ambtenaar bezorgde aan een passagier een werkgroep,een ambtenaar bezorgde een passagier een werkgroep,de ambtenaar toonde aan de passagier de werkgroep,de ambtenaar toonde de passagier de werkgroep
een burger kocht voor een senior een gebied,een burger kocht een senior een gebied,de burger verweet aan de senior het gebied,de burger verweet de senior het gebied
