ppo,pdo,tpo,tdo
een meid verstuurde naar een schepen een foto,een meid verstuurde een schepen een foto,de taart wees aan het gemeenteraadslid de bloem,de taart wees het gemeenteraadslid de bloem
een wit weigerde aan een meester een park,een wit weigerde een meester een park,het lief verzekerde aan de wijze het terrein,het lief verzekerde de wijze het terrein
een date wees aan een illegaal een wever,een date wees een illegaal een wever,de pc garandeerde aan de vluchteling de vogel,de pc garandeerde de vluchteling de vogel
een slachtoffer overhandigde aan een artiest een rol,een slachtoffer overhandigde een artiest een rol,de consument leende aan de gek de fax,de consument leende de gek de fax
een kampioen kocht voor een student een bakkerij,een kampioen kocht een student een bakkerij,de favoriet verklaarde aan de baby de bloem,de favoriet verklaarde de baby de bloem
een koe verweet aan een kok een zout,een koe verweet een kok een zout,het kind verleende aan de leider de groente,het kind verleende de leider de groente
een homo leende aan een vorst een raket,een homo leende een vorst een raket,het paard garandeerde aan de kroon het vliegtuig,het paard garandeerde de kroon het vliegtuig
een dj gunde aan een werkgever een cijfer,een dj gunde een werkgever een cijfer,het zwart stuurde naar de werknemer de kaart,het zwart stuurde de werknemer de kaart
een luisteraar leverde aan een arts een schouder,een luisteraar leverde een arts een schouder,de voetballer leerde aan de dokter de moeder,de voetballer leerde de dokter de moeder
een vriendin verkocht aan een wacht een vet,een vriendin verkocht een wacht een vet,de ex gooide naar de paus de nadruk,de ex gooide de paus de nadruk
een lief gooide naar een talent een koningin,een lief gooide een talent een koningin,de kapitein adviseerde aan de politicus het volk,de kapitein adviseerde de politicus het volk
een handelaar stuurde naar een vogel een meter,een handelaar stuurde een vogel een meter,de verkoper ontzei aan de scheidsrechter de oom,de verkoper ontzei de scheidsrechter de oom
een ingenieur ontnam aan een landgenoot een kost,een ingenieur ontnam een landgenoot een kost,de kunstenaar zond aan de hulp de editie,de kunstenaar zond de hulp de editie
een keizer gunde aan een familielid een hek,een keizer gunde een familielid een hek,de koning onthield aan de oom de berg,de koning onthield de oom de berg
een deelnemer verweet aan een meid een inrichting,een deelnemer verweet een meid een inrichting,de voetballer verkocht aan het wit het hek,de voetballer verkocht het wit het hek
een wilde onthield aan een leraar een priester,een wilde onthield een leraar een priester,de zanger leende aan de bediende de haan,de zanger leende de bediende de haan
een producent verweet aan een artiest een lip,een producent verweet een artiest een lip,de fabrikant ontnam aan de vertegenwoordiger de neus,de fabrikant ontnam de vertegenwoordiger de neus
een werkgever garandeerde aan een peter een bed,een werkgever garandeerde een peter een bed,de persoon betaalde aan het familielid de tunnel,de persoon betaalde het familielid de tunnel
een wolf leerde aan een zout een wiel,een wolf leerde een zout een wiel,de peter verweet aan het varken de plank,de peter verweet het varken de plank
een ambtenaar verzekerde aan een vreemdeling een knop,een ambtenaar verzekerde een vreemdeling een knop,de secretaris verkocht aan de hond het toestel,de secretaris verkocht de hond het toestel
een actrice schonk aan een industrieel een kogel,een actrice schonk een industrieel een kogel,het meisje onthield aan de arbeider de hond,het meisje onthield de arbeider de hond
een president adviseerde aan een auteur een campagne,een president adviseerde een auteur een campagne,de vertegenwoordiger overhandigde aan de zanger de drank,de vertegenwoordiger overhandigde de zanger de drank
een idioot ontzei aan een consument een lijk,een idioot ontzei een consument een lijk,de soldaat gooide naar de producent de rook,de soldaat gooide de producent de rook
een exemplaar gunde aan een opvolger een vat,een exemplaar gunde een opvolger een vat,de vertegenwoordiger bracht aan het kind de industrie,de vertegenwoordiger bracht het kind de industrie
een dief ontnam aan een fietser een vijand,een dief ontnam een fietser een vijand,de crimineel onthield aan de ouder de voorstander,de crimineel onthield de ouder de voorstander
een beer verhinderde aan een voorstander een stelling,een beer verhinderde een voorstander een stelling,de moordenaar kocht voor de liefhebber de pan,de moordenaar kocht de liefhebber de pan
een vreemdeling verkocht aan een dochter een helikopter,een vreemdeling verkocht een dochter een helikopter,de passagier zond aan de engel het ziekenhuis,de passagier zond de engel het ziekenhuis
een officier schonk aan een landgenoot een kabinet,een officier schonk een landgenoot een kabinet,de man onthield aan de burger de dokter,de man onthield de burger de dokter
een enthousiast verweet aan een wereldkampioen een meter,een enthousiast verweet een wereldkampioen een meter,het paard wees aan de kampioen de oma,het paard wees de kampioen de oma
een duivel verhinderde aan een vrouw een bord,een duivel verhinderde een vrouw een bord,de crimineel verstuurde naar de peter de ruit,de crimineel verstuurde de peter de ruit
een scholier onthield aan een asielzoeker een mevrouw,een scholier onthield een asielzoeker een mevrouw,de jongeman verstuurde naar de kat de das,de jongeman verstuurde de kat de das
een date verleende aan een ridder een peer,een date verleende een ridder een peer,het meisje leerde aan de politie de borst,het meisje leerde de politie de borst
een deelnemer verzocht aan een keeper een bodem,een deelnemer verzocht een keeper een bodem,de gebruiker leverde aan de scheidsrechter het zwembad,de gebruiker leverde de scheidsrechter het zwembad
een muzikant onthield aan een intellectueel een netwerk,een muzikant onthield een intellectueel een netwerk,de hond verleende aan de criticus de telefoon,de hond verleende de criticus de telefoon
een voorstander verzekerde aan een visser een gans,een voorstander verzekerde een visser een gans,de fan zond aan de kapitein de jacht,de fan zond de kapitein de jacht
een liefhebber kocht voor een arts een vocht,een liefhebber kocht een arts een vocht,de ouder verhinderde aan de professor het gezicht,de ouder verhinderde de professor het gezicht
een enthousiast bezorgde aan een allochtoon een peloton,een enthousiast bezorgde een allochtoon een peloton,de liefhebber verhuurde aan het zwart de troep,de liefhebber verhuurde het zwart de troep
een oma verzocht aan een historicus een hoed,een oma verzocht een historicus een hoed,de dochter gunde aan de schrijver het boek,de dochter gunde de schrijver het boek
een minister ontzei aan een arts een redacteur,een minister ontzei een arts een redacteur,de bestuurder verstuurde naar de vrouw het team,de bestuurder verstuurde de vrouw het team
een jongen verleende aan een kijker een algemeen,een jongen verleende een kijker een algemeen,de dochter verkocht aan de supporter de overheid,de dochter verkocht de supporter de overheid
een paus betaalde aan een tank een lift,een paus betaalde een tank een lift,de persoon verklaarde aan het slachtoffer het broek,de persoon verklaarde het slachtoffer het broek
een ambassadeur stuurde naar een buurman een zaad,een ambassadeur stuurde een buurman een zaad,de minister kocht voor de vreemdeling het gerecht,de minister kocht de vreemdeling het gerecht
een aanklager kocht voor een asielzoeker een bocht,een aanklager kocht een asielzoeker een bocht,de verdediger beloofde aan de allochtoon het water,de verdediger beloofde de allochtoon het water
een kandidaat verklaarde aan een katholiek een vervoer,een kandidaat verklaarde een katholiek een vervoer,de gast weigerde aan de conservatief de balans,de gast weigerde de conservatief de balans
een peter gooide naar een fotograaf een roman,een peter gooide een fotograaf een roman,het lief verklaarde aan de vriendin de bibliotheek,het lief verklaarde de vriendin de bibliotheek
een hulp gunde aan een terrorist een raket,een hulp gunde een terrorist een raket,de papa stuurde naar de vijand de ruimte,de papa stuurde de vijand de ruimte
een bestuurder verkocht aan een boon een cup,een bestuurder verkocht een boon een cup,de leerkracht verhuurde aan de prinses het bezit,de leerkracht verhuurde de prinses het bezit
een renner ontnam aan een landgenoot een verwonding,een renner ontnam een landgenoot een verwonding,het paard verhinderde aan de burger de brug,het paard verhinderde de burger de brug
een moeder bracht aan een voorzitter een regering,een moeder bracht een voorzitter een regering,het kleinkind leerde aan de gids het bericht,het kleinkind leerde de gids het bericht
een bewoner ontnam aan een docent een aardappel,een bewoner ontnam een docent een aardappel,de buurman vroeg aan de meester de neus,de buurman vroeg de meester de neus
een fotograaf bezorgde aan een scholier een kleed,een fotograaf bezorgde een scholier een kleed,de persoon zond aan de kennis de kant,de persoon zond de kennis de kant
een nest garandeerde aan een kennis een bank,een nest garandeerde een kennis een bank,de atleet toonde aan de presentator de stroom,de atleet toonde de presentator de stroom
een fotograaf verzocht aan een mevrouw een podium,een fotograaf verzocht een mevrouw een podium,de specialist verweet aan de vrouw het materiaal,de specialist verweet de vrouw het materiaal
een vijand leverde aan een paard een kern,een vijand leverde een paard een kern,de tegenstander adviseerde aan de haan het vuurwerk,de tegenstander adviseerde de haan het vuurwerk
een topper beloofde aan een prof een file,een topper beloofde een prof een file,de kampioen gooide naar de liefhebber de stad,de kampioen gooide de liefhebber de stad
een peter leverde aan een doelman een lip,een peter leverde een doelman een lip,de moeder beloofde aan de scheidsrechter het kussen,de moeder beloofde de scheidsrechter het kussen
een agent gooide naar een crimineel een station,een agent gooide een crimineel een station,de piloot ontnam aan de duivel de lijn,de piloot ontnam de duivel de lijn
een auteur wees aan een secretaris een ontwerper,een auteur wees een secretaris een ontwerper,de wetenschapper kocht voor de idioot het gebouw,de wetenschapper kocht de idioot het gebouw
een voorzitter toonde aan een vertegenwoordiger een draad,een voorzitter toonde een vertegenwoordiger een draad,de rechter betaalde aan de bezoeker het scherp,de rechter betaalde de bezoeker het scherp
een adviseur verweet aan een wilde een vergunning,een adviseur verweet een wilde een vergunning,de hulp weigerde aan de persoon het dossier,de hulp weigerde de persoon het dossier
een rebel verhuurde aan een kandidaat een fietspad,een rebel verhuurde een kandidaat een fietspad,de buitenlander leverde aan de persoon de snelweg,de buitenlander leverde de persoon de snelweg
een gast bracht aan een generaal een waar,een gast bracht een generaal een waar,het kind gunde aan de soldaat de band,het kind gunde de soldaat de band
een inspecteur gooide naar een keizer een buis,een inspecteur gooide een keizer een buis,de commissaris betaalde aan de kiezer het orgaan,de commissaris betaalde de kiezer het orgaan
een journalist toonde aan een scholier een actief,een journalist toonde een scholier een actief,de secretaris verweet aan de leerling de ramp,de secretaris verweet de leerling de ramp
een liefhebber zond aan een wetenschapper een cent,een liefhebber zond een wetenschapper een cent,de ouder wees aan de professor de hoeveelheid,de ouder wees de professor de hoeveelheid
een zout leende aan een gans een maan,een zout leende een gans een maan,de vorst verhinderde aan de vogel de deur,de vorst verhinderde de vogel de deur
een baas garandeerde aan een juf een broek,een baas garandeerde een juf een broek,de held weigerde aan de broer de rivier,de held weigerde de broer de rivier
een directeur verbood aan een passagier een voorbeeld,een directeur verbood een passagier een voorbeeld,de secretaris verkocht aan de hond het lichaam,de secretaris verkocht de hond het lichaam
een dame verzekerde aan een topper een reiziger,een dame verzekerde een topper een reiziger,de ridder verkocht aan de kampioen het hotel,de ridder verkocht de kampioen het hotel
een rechter vroeg aan een fietser een kop,een rechter vroeg een fietser een kop,de koning verweet aan de renner de cent,de koning verweet de renner de cent
een moslim beloofde aan een werkgever een dichter,een moslim beloofde een werkgever een dichter,de terrorist ontzei aan de ambtenaar de zee,de terrorist ontzei de ambtenaar de zee
een vrouw betaalde aan een papa een vrucht,een vrouw betaalde een papa een vrucht,de partner gooide naar de neef de kern,de partner gooide de neef de kern
een burger zond aan een directeur een kandidaat,een burger zond een directeur een kandidaat,de burgemeester toonde aan de minister de favoriet,de burgemeester toonde de minister de favoriet
een liefhebber verkocht aan een lui een vat,een liefhebber verkocht een lui een vat,de expert verhuurde aan de moeder het zout,de expert verhuurde de moeder het zout
een redacteur schonk aan een zout een vat,een redacteur schonk een zout een vat,de verslaggever ontzei aan de vriendin de tank,de verslaggever ontzei de vriendin de tank
een vorst kocht voor een beer een schilderij,een vorst kocht een beer een schilderij,de keizer verhinderde aan de hond het gezicht,de keizer verhinderde de hond het gezicht
een vertegenwoordiger bracht aan een beer een kabinet,een vertegenwoordiger bracht een beer een kabinet,de ambassadeur verklaarde aan de partner de advocaat,de ambassadeur verklaarde de partner de advocaat
een prinses bezorgde aan een deelnemer een software,een prinses bezorgde een deelnemer een software,de priester zond aan de kiezer de chip,de priester zond de kiezer de chip
een vent adviseerde aan een componist een serie,een vent adviseerde een componist een serie,de partner verstuurde naar de schrijver de lijn,de partner verstuurde de schrijver de lijn
een kerel betaalde aan een moordenaar een koek,een kerel betaalde een moordenaar een koek,de lui beloofde aan de wolf de acht,de lui beloofde de wolf de acht
een onderzoeker leerde aan een burger een tak,een onderzoeker leerde een burger een tak,de specialist verweet aan de kiezer de kat,de specialist verweet de kiezer de kat
een toerist verklaarde aan een kiezer een hoeveelheid,een toerist verklaarde een kiezer een hoeveelheid,de vogel beloofde aan de politicus de munt,de vogel beloofde de politicus de munt
een secretaris ontnam aan een verkoper een lezer,een secretaris ontnam een verkoper een lezer,de vrouw onthield aan de klant de intellectueel,de vrouw onthield de klant de intellectueel
een ridder toonde aan een oma een dichter,een ridder toonde een oma een dichter,de officier verzocht aan de neef de brief,de officier verzocht de neef de brief
een supporter stuurde naar een advocaat een homo,een supporter stuurde een advocaat een homo,de lezer toonde aan de getuige de componist,de lezer toonde de getuige de componist
een kat bezorgde aan een wolf een afval,een kat bezorgde een wolf een afval,de taart verkocht aan de meter de boon,de taart verkocht de meter de boon
een keeper stuurde naar een varken een helft,een keeper stuurde een varken een helft,de middenvelder leende aan het zout de cent,de middenvelder leende het zout de cent
een fabrikant verhinderde aan een wit een negatief,een fabrikant verhinderde een wit een negatief,de werknemer verhuurde aan de duivel het overschot,de werknemer verhuurde de duivel het overschot
een woordvoerder toonde aan een ouder een kip,een woordvoerder toonde een ouder een kip,de meester leverde aan de vriend de schilderij,de meester leverde de vriend de schilderij
een nest leerde aan een vertegenwoordiger een nat,een nest leerde een vertegenwoordiger een nat,de gans schonk aan de gast de fles,de gans schonk de gast de fles
een prof ontzei aan een woordvoerder een slaap,een prof ontzei een woordvoerder een slaap,de chef verkocht aan de zanger de kamer,de chef verkocht de zanger de kamer
een chef verweet aan een ridder een bakker,een chef verweet een ridder een bakker,de wijze leverde aan de prins de pastoor,de wijze leverde de prins de pastoor
een klant vroeg aan een maker een minuut,een klant vroeg een maker een minuut,de zakenman verbood aan de producent het kwartier,de zakenman verbood de producent het kwartier
een baby verleende aan een bestuurder een flat,een baby verleende een bestuurder een flat,de acteur verhinderde aan de docent het blok,de acteur verhinderde de docent het blok
een tiener verweet aan een fotograaf een schijf,een tiener verweet een fotograaf een schijf,de fan garandeerde aan de buurman de meter,de fan garandeerde de buurman de meter
een lui wees aan een secretaris een huid,een lui wees een secretaris een huid,de laat ontzei aan de pc de teen,de laat ontzei de pc de teen
een leraar beloofde aan een ploegmaat een ruimte,een leraar beloofde een ploegmaat een ruimte,de mevrouw overhandigde aan de gebruiker de boot,de mevrouw overhandigde de gebruiker de boot
een kiezer gunde aan een toerist een appel,een kiezer gunde een toerist een appel,de deelnemer vroeg aan de lui de tekening,de deelnemer vroeg de lui de tekening
een speurder ontzei aan een passagier een menu,een speurder ontzei een passagier een menu,de dief verklaarde aan de vreemdeling de tuin,de dief verklaarde de vreemdeling de tuin
een voorganger gaf aan een ontwerper een touw,een voorganger gaf een ontwerper een touw,de mama verbood aan de homo het hoofd,de mama verbood de homo het hoofd
een medewerker verklaarde aan een presentator een oor,een medewerker verklaarde een presentator een oor,de werknemer garandeerde aan de supporter de buik,de werknemer garandeerde de supporter de buik
een handelaar beloofde aan een neef een doelgroep,een handelaar beloofde een neef een doelgroep,de bakker verstuurde naar de baby de elite,de bakker verstuurde de baby de elite
een papa verkocht aan een dader een medicijn,een papa verkocht een dader een medicijn,de pastoor verklaarde aan de leider het effect,de pastoor verklaarde de leider het effect
een ambassadeur vroeg aan een fabrikant een vliegveld,een ambassadeur vroeg een fabrikant een vliegveld,de politicus overhandigde aan de eigenaar het zwembad,de politicus overhandigde de eigenaar het zwembad
een wolf ontzei aan een asielzoeker een politicus,een wolf ontzei een asielzoeker een politicus,het meisje verhuurde aan de buitenlander het wiel,het meisje verhuurde de buitenlander het wiel
een dokter verbood aan een pastoor een wond,een dokter verbood een pastoor een wond,de dochter gooide naar de moslim het gas,de dochter gooide de moslim het gas
een politie betaalde aan een professor een vaart,een politie betaalde een professor een vaart,het slachtoffer gunde aan de specialist het ijs,het slachtoffer gunde de specialist het ijs
een verslaggever bracht aan een renner een elite,een verslaggever bracht een renner een elite,de journalist onthield aan de vrouw het lid,de journalist onthield de vrouw het lid
een procureur onthield aan een voorstander een neus,een procureur onthield een voorstander een neus,de advocaat verhinderde aan de liefhebber de markt,de advocaat verhinderde de liefhebber de markt
een neef bracht aan een procureur een wijn,een neef bracht een procureur een wijn,de meter leerde aan de rechter de woestijn,de meter leerde de rechter de woestijn
een zakenman gunde aan een laat een koe,een zakenman gunde een laat een koe,de scholier verweet aan de student de tas,de scholier verweet de student de tas
een reiziger stuurde naar een arbeider een dijk,een reiziger stuurde een arbeider een dijk,de bezoeker schonk aan de socialist het dorp,de bezoeker schonk de socialist het dorp
een leerkracht wees aan een aannemer een moskee,een leerkracht wees een aannemer een moskee,de vrouw verzocht aan de werkgever de woestijn,de vrouw verzocht de werkgever de woestijn
een invaller ontnam aan een ploegmaat een spoor,een invaller ontnam een ploegmaat een spoor,de assistent onthield aan de gebruiker de voetbal,de assistent onthield de gebruiker de voetbal
een aanhanger verbood aan een reiziger een piano,een aanhanger verbood een reiziger een piano,de enthousiast verkocht aan de vreemdeling het jacht,de enthousiast verkocht de vreemdeling het jacht
een moordenaar verweet aan een paard een vat,een moordenaar verweet een paard een vat,het slachtoffer vroeg aan de dochter de peper,het slachtoffer vroeg de dochter de peper
een echtgenote verkocht aan een deelnemer een tent,een echtgenote verkocht een deelnemer een tent,de buur verhinderde aan de persoon de trein,de buur verhinderde de persoon de trein
een liberaal verklaarde aan een politicus een bord,een liberaal verklaarde een politicus een bord,de conservatief gunde aan de wijze de parkeerplaats,de conservatief gunde de wijze de parkeerplaats
een kerel gaf aan een senator een bom,een kerel gaf een senator een bom,de broer verzekerde aan de bestuurder het vat,de broer verzekerde de bestuurder het vat
een vrijwilliger toonde aan een directeur een ramp,een vrijwilliger toonde een directeur een ramp,het lief schonk aan de meneer de bocht,het lief schonk de meneer de bocht
een liefhebber verleende aan een chauffeur een grond,een liefhebber verleende een chauffeur een grond,de fan verhinderde aan de mama de kleding,de fan verhinderde de mama de kleding
een oma schonk aan een toren een soep,een oma schonk een toren een soep,de tante beloofde aan de leider de tak,de tante beloofde de leider de tak
een lezer leerde aan een zakenman een terrein,een lezer leerde een zakenman een terrein,de kijker zond aan de meneer het nat,de kijker zond de meneer het nat
een directeur verzocht aan een duivel een publicatie,een directeur verzocht een duivel een publicatie,de baas verkocht aan de priester het blad,de baas verkocht de priester het blad
een rechter verbood aan een wijze een zwart,een rechter verbood een wijze een zwart,de klant leerde aan de senior het luik,de klant leerde de senior het luik
een president gaf aan een chef een oceaan,een president gaf een chef een oceaan,de politicus verhinderde aan de collega de aarde,de politicus verhinderde de collega de aarde
een schepen vroeg aan een zangeres een pad,een schepen vroeg een zangeres een pad,de persoon verzekerde aan de fan de vloer,de persoon verzekerde de fan de vloer
een verdediger overhandigde aan een ex een vereniging,een verdediger overhandigde een ex een vereniging,de bewoner weigerde aan het exemplaar de bijdrage,de bewoner weigerde het exemplaar de bijdrage
een regisseur verkocht aan een fabrikant een super,een regisseur verkocht een fabrikant een super,de chef adviseerde aan de ondernemer het zwart,de chef adviseerde de ondernemer het zwart
een hulp onthield aan een meneer een wacht,een hulp onthield een meneer een wacht,de inspecteur verhuurde aan de directeur de paal,de inspecteur verhuurde de directeur de paal
een eigenaar overhandigde aan een kok een expert,een eigenaar overhandigde een kok een expert,de verkoper verhinderde aan het zout het voetbal,de verkoper verhinderde het zout het voetbal
een actrice ontzei aan een wezen een wethouder,een actrice ontzei een wezen een wethouder,de schoonheid ontnam aan het wit de gemeenschap,de schoonheid ontnam het wit de gemeenschap
een industrieel verklaarde aan een heer een element,een industrieel verklaarde een heer een element,de manager verbood aan het schaap de medicijn,de manager verbood het schaap de medicijn
een actrice leerde aan een consument een kroon,een actrice leerde een consument een kroon,de zanger gunde aan de producent de bloem,de zanger gunde de producent de bloem
een individu vroeg aan een kat een serie,een individu vroeg een kat een serie,de persoon betaalde aan de vijand het museum,de persoon betaalde de vijand het museum
een peter toonde aan een tegenstander een kantoor,een peter toonde een tegenstander een kantoor,de maat schonk aan de gek de studie,de maat schonk de gek de studie
een agent verzekerde aan een reserve een hek,een agent verzekerde een reserve een hek,de politieman verstuurde naar de militair de paal,de politieman verstuurde de militair de paal
een criticus zond aan een jongeman een chip,een criticus zond een jongeman een chip,de politicus verbood aan de hulp de chocolade,de politicus verbood de hulp de chocolade
een liefhebber gooide naar een moslim een tong,een liefhebber gooide een moslim een tong,de vriend verleende aan de broer de pad,de vriend verleende de broer de pad
een vrouw adviseerde aan een verslaggever een mode,een vrouw adviseerde een verslaggever een mode,de manager wees aan de redacteur het ijs,de manager wees de redacteur het ijs
een ridder schonk aan een moordenaar een vlam,een ridder schonk een moordenaar een vlam,de keizer gooide naar de inbreker het hout,de keizer gooide de inbreker het hout
een deelnemer kocht voor een reserve een nek,een deelnemer kocht een reserve een nek,de voetballer wees aan het zwart de borst,de voetballer wees het zwart de borst
een vijand verzocht aan een topper een trio,een vijand verzocht een topper een trio,het meisje gooide naar de kampioen het gezin,het meisje gooide de kampioen het gezin
een gast betaalde aan een werkgever een onderzoek,een gast betaalde een werkgever een onderzoek,de luisteraar toonde aan de ambtenaar de moordenaar,de luisteraar toonde de ambtenaar de moordenaar
een baas verzekerde aan een ontwerper een drank,een baas verzekerde een ontwerper een drank,de generaal onthield aan de architect de stop,de generaal onthield de architect de stop
een chauffeur vroeg aan een getuige een vaart,een chauffeur vroeg een getuige een vaart,het zwart zond aan de waarnemer het goed,het zwart zond de waarnemer het goed
een jongeman bezorgde aan een kennis een koek,een jongeman bezorgde een kennis een koek,de crimineel beloofde aan de arts het juweel,de crimineel beloofde de arts het juweel
een priester verklaarde aan een mama een hoofdstuk,een priester verklaarde een mama een hoofdstuk,de leider verzocht aan de dochter de roman,de leider verzocht de dochter de roman
een varken leende aan een senior een station,een varken leende een senior een station,de baby bezorgde aan de broer de post,de baby bezorgde de broer de post
een moeder ontzei aan een procureur een materieel,een moeder ontzei een procureur een materieel,de dochter bezorgde aan de rechter het apparaat,de dochter bezorgde de rechter het apparaat
een dader adviseerde aan een scholier een elftal,een dader adviseerde een scholier een elftal,de inbreker kocht voor de directeur het bal,de inbreker kocht de directeur het bal
een architect adviseerde aan een waarnemer een ploeg,een architect adviseerde een waarnemer een ploeg,de schoonheid leende aan de kijker het elftal,de schoonheid leende de kijker het elftal
een beer gunde aan een voorganger een verpakking,een beer gunde een voorganger een verpakking,de jongen vroeg aan de gids de brief,de jongen vroeg de gids de brief
een kandidaat kocht voor een specialist een pad,een kandidaat kocht een specialist een pad,het lid verzekerde aan de dokter de hond,het lid verzekerde de dokter de hond
een scholier verzekerde aan een toerist een pagina,een scholier verzekerde een toerist een pagina,de zakenman overhandigde aan de koe de agenda,de zakenman overhandigde de koe de agenda
een dochter gooide naar een dichter een schaap,een dochter gooide een dichter een schaap,de opvolger zond aan de acteur de put,de opvolger zond de acteur de put
een toeschouwer schonk aan een toren een overschot,een toeschouwer schonk een toren een overschot,de kijker verhuurde aan de prins de reserve,de kijker verhuurde de prins de reserve
een enthousiast leende aan een organisator een spiegel,een enthousiast leende een organisator een spiegel,de fan verkocht aan de redacteur de hoek,de fan verkocht de redacteur de hoek
een chef bezorgde aan een christen een materieel,een chef bezorgde een christen een materieel,de directeur vroeg aan de bisschop het bezit,de directeur vroeg de bisschop het bezit
een aanhanger weigerde aan een vertegenwoordiger een kantoor,een aanhanger weigerde een vertegenwoordiger een kantoor,de vriend gunde aan de gast de spoor,de vriend gunde de gast de spoor
een wacht onthield aan een engel een paar,een wacht onthield een engel een paar,de dokter verstuurde naar de schoonheid de twee,de dokter verstuurde de schoonheid de twee
een student onthield aan een bestuurder een permanent,een student onthield een bestuurder een permanent,het varken ontnam aan de werknemer de soldaat,het varken ontnam de werknemer de soldaat
een voorstander verstuurde naar een pastoor een tabel,een voorstander verstuurde een pastoor een tabel,de fan vroeg aan de moeder de lijst,de fan vroeg de moeder de lijst
een bediende gaf aan een kapitein een wortel,een bediende gaf een kapitein een wortel,de persoon ontnam aan de visser het ontbijt,de persoon ontnam de visser het ontbijt
een baas onthield aan een paus een industrie,een baas onthield een paus een industrie,de waard bracht aan de wacht het afval,de waard bracht de wacht het afval
een pastoor schonk aan een getuige een vat,een pastoor schonk een getuige een vat,de bisschop verhinderde aan de vertegenwoordiger de kelder,de bisschop verhinderde de vertegenwoordiger de kelder
een tante kocht voor een buur een bundel,een tante kocht een buur een bundel,de wijze verstuurde naar de bewoner het college,de wijze verstuurde de bewoner het college
een kok kocht voor een kerel een gevel,een kok kocht een kerel een gevel,het zout verstuurde naar de broer de verf,het zout verstuurde de broer de verf
een gemeenteraadslid toonde aan een exemplaar een menu,een gemeenteraadslid toonde een exemplaar een menu,de minister stuurde naar de vertegenwoordiger het ijs,de minister stuurde de vertegenwoordiger het ijs
een vogel verhuurde aan een conservatief een gans,een vogel verhuurde een conservatief een gans,de hulp verstuurde naar de oma de vaart,de hulp verstuurde de oma de vaart
een echtgenote wees aan een verdediger een buit,een echtgenote wees een verdediger een buit,de moeder verhinderde aan de aanhanger het voedsel,de moeder verhinderde de aanhanger het voedsel
een hoogleraar toonde aan een socialist een boord,een hoogleraar toonde een socialist een boord,de assistent ontzei aan de arbeider het kleed,de assistent ontzei de arbeider het kleed
een coach zond aan een familielid een exemplaar,een coach zond een familielid een exemplaar,de hulp verkocht aan de buur het product,de hulp verkocht de buur het product
een dokter verstuurde naar een wijze een peloton,een dokter verstuurde een wijze een peloton,de vogel garandeerde aan de lezer de munt,de vogel garandeerde de lezer de munt
een arbeider gooide naar een opvolger een brug,een arbeider gooide een opvolger een brug,de meid verzekerde aan de baby de wagen,de meid verzekerde de baby de wagen
een kapitein verweet aan een taart een sleutel,een kapitein verweet een taart een sleutel,de schepen toonde aan de president de broek,de schepen toonde de president de broek
een kampioen kocht voor een gitaar een lijn,een kampioen kocht een gitaar een lijn,de favoriet verzocht aan de bas het dak,de favoriet verzocht de bas het dak
een kunstenaar verkocht aan een bewoner een vervoer,een kunstenaar verkocht een bewoner een vervoer,de muzikant verbood aan de buur de olie,de muzikant verbood de buur de olie
een architect leerde aan een vorst een kruid,een architect leerde een vorst een kruid,de homo zond aan de dief de melk,de homo zond de dief de melk
